btc_mxn,Porcentage,Time
158096.99,-0.63516144,00:58:23
158991.13,0.56556421,00:58:56
158991.13,0.0,00:59:29
158991.13,0.0,01:00:02
158099.0,-0.56111935,01:00:35
159160.13,0.67118072,01:01:08
159122.15,-0.02386276,01:01:42
159031.55,-0.05693739,01:02:14
158000.0,-0.64864488,01:02:48
158000.0,0.0,01:03:21
158002.6,0.00164557,01:03:54
158002.6,0.0,01:04:26
158002.6,0.0,01:04:59
158002.6,0.0,01:05:32
158002.6,0.0,01:06:05
158002.6,0.0,01:06:38
158002.6,0.0,01:07:11
158002.6,0.0,01:07:44
158000.0,-0.00164554,01:08:17
158000.0,0.0,01:08:50
158000.0,0.0,01:09:23
159276.58,0.80796203,01:09:56
159276.58,0.0,01:10:28
159203.8,-0.0456941,01:11:01
158000.0,-0.75613773,01:11:34
158000.0,0.0,01:12:06
158000.0,0.0,01:12:39
158000.0,0.0,01:13:12
158000.0,0.0,01:13:45
157800.93,-0.12599367,01:14:17
157800.93,0.0,01:14:50
158892.65,0.69183369,01:15:23
158892.65,0.0,01:15:56
158892.65,0.0,01:16:29
158694.55,-0.12467537,01:17:02
158694.55,0.0,01:17:34
158627.78,-0.04207454,01:18:07
158560.52,-0.04240115,01:18:40
158560.52,0.0,01:19:13
158525.61,-0.02201683,01:19:47
158929.89,0.25502504,01:20:20
158929.89,0.0,01:20:53
158000.0,-0.58509447,01:21:26
157802.6,-0.12493671,01:21:58
157802.93,0.00020912,01:22:32
157802.93,0.0,01:23:05
157802.93,0.0,01:23:37
158996.99,0.75667797,01:24:10
158996.99,0.0,01:24:44
158996.99,0.0,01:25:16
158996.99,0.0,01:25:49
158946.2,-0.031944,01:26:23
158946.2,0.0,01:26:56
158946.2,0.0,01:27:29
158946.2,0.0,01:28:01
157899.0,-0.65883928,01:28:35
158951.45,0.66653367,01:29:07
159000.0,0.03054392,01:29:40
159000.0,0.0,01:30:13
159000.0,0.0,01:30:46
157812.5,-0.74685535,01:31:19
159000.0,0.75247525,01:31:52
158996.98,-0.00189937,01:32:25
158996.98,0.0,01:32:58
158996.98,0.0,01:33:30
157809.9,-0.74660538,01:34:04
157798.0,-0.00754072,01:34:37
158821.77,0.64878516,01:35:10
158789.65,-0.02022393,01:35:43
158707.84,-0.05152099,01:36:16
157800.0,-0.57201963,01:36:49
157800.0,0.0,01:37:22
157800.0,0.0,01:37:55
157790.0,-0.00633714,01:38:28
157101.0,-0.43665632,01:39:00
157101.0,0.0,01:39:34
158491.3,0.88497209,01:40:07
158491.3,0.0,01:40:39
158491.3,0.0,01:41:13
158937.96,0.28181989,01:41:45
158937.96,0.0,01:42:18
158937.96,0.0,01:42:51
158937.96,0.0,01:43:23
158937.96,0.0,01:43:57
157101.0,-1.15577172,01:44:30
158644.0,0.98217071,01:45:02
158644.0,0.0,01:45:35
158581.28,-0.03953506,01:46:08
157101.0,-0.93345192,01:46:41
157101.0,0.0,01:47:14
158543.38,0.91812274,01:47:47
158543.38,0.0,01:48:21
158543.38,0.0,01:48:54
158543.38,0.0,01:49:27
158543.38,0.0,01:49:59
158543.38,0.0,01:50:32
158543.38,0.0,01:51:05
158543.38,0.0,01:51:38
158543.38,0.0,01:52:11
158543.38,0.0,01:52:44
158543.38,0.0,01:53:17
157101.0,-0.90976993,01:53:50
157101.0,0.0,01:54:23
158644.51,0.98249534,01:54:56
157000.0,-1.03660064,01:55:29
157000.0,0.0,01:56:01
158568.28,0.99890446,01:56:35
158492.43,-0.04783428,01:57:08
157990.99,-0.31638104,01:57:40
157990.99,0.0,01:58:13
157990.99,0.0,01:58:46
157990.99,0.0,01:59:19
158145.51,0.09780305,01:59:52
158145.51,0.0,02:00:26
158145.51,0.0,02:00:59
158145.51,0.0,02:01:31
158145.51,0.0,02:02:04
157000.0,-0.72433925,02:02:37
158519.75,0.96799363,02:03:10
158519.75,0.0,02:03:43
158519.75,0.0,02:04:16
158519.75,0.0,02:04:49
158519.75,0.0,02:05:22
158519.75,0.0,02:05:55
158647.57,0.08063349,02:06:28
158647.57,0.0,02:07:00
158647.57,0.0,02:07:34
158647.57,0.0,02:08:06
158647.57,0.0,02:08:40
158100.0,-0.34514868,02:09:12
158241.94,0.08977862,02:09:45
158241.94,0.0,02:10:19
158814.45,0.3617941,02:10:51
158814.45,0.0,02:11:24
158814.45,0.0,02:11:57
158814.45,0.0,02:12:31
158814.45,0.0,02:13:03
158814.45,0.0,02:13:36
158814.45,0.0,02:14:09
158814.45,0.0,02:14:42
156603.96,-1.39186957,02:15:15
158258.15,1.05628874,02:15:48
158258.15,0.0,02:16:21
157791.29,-0.29499903,02:16:54
157782.59,-0.00551361,02:17:27
157782.59,0.0,02:18:00
157782.59,0.0,02:18:33
157782.59,0.0,02:19:07
157782.59,0.0,02:19:40
157782.59,0.0,02:20:13
156500.0,-0.81288436,02:20:45
156000.0,-0.31948882,02:21:19
156000.0,0.0,02:21:52
157603.29,1.02775,02:22:25
157800.0,0.12481338,02:22:57
157697.83,-0.06474651,02:23:31
157697.83,0.0,02:24:03
157435.33,-0.16645759,02:24:36
157435.33,0.0,02:25:09
157435.33,0.0,02:25:42
155508.02,-1.22419155,02:26:15
155508.02,0.0,02:26:48
155508.02,0.0,02:27:21
155508.02,0.0,02:27:54
155508.02,0.0,02:28:27
155508.02,0.0,02:29:00
155508.01,-6.43e-06,02:29:33
158162.4,1.70691529,02:30:06
158162.4,0.0,02:30:39
158162.4,0.0,02:31:15
158162.4,0.0,02:31:49
158162.4,0.0,02:32:22
158162.4,0.0,02:32:54
158162.4,0.0,02:33:27
158162.4,0.0,02:34:00
157766.76,-0.25014795,02:34:33
157766.76,0.0,02:35:06
157766.76,0.0,02:35:39
157766.76,0.0,02:36:12
157766.76,0.0,02:36:45
157766.76,0.0,02:37:18
157766.76,0.0,02:37:51
157766.76,0.0,02:38:24
157766.76,0.0,02:38:57
157766.76,0.0,02:39:29
157766.76,0.0,02:40:02
157766.76,0.0,02:40:35
156061.91,-1.08061419,02:41:08
156061.91,0.0,02:41:42
156061.91,0.0,02:42:15
158697.39,1.68874006,02:42:48
158697.39,0.0,02:43:21
158697.39,0.0,02:43:54
158697.39,0.0,02:44:27
158697.39,0.0,02:45:00
158697.39,0.0,02:45:33
158000.0,-0.43944642,02:46:05
158442.91,0.28032278,02:46:39
158442.91,0.0,02:47:12
158442.91,0.0,02:47:45
158442.91,0.0,02:48:18
158000.0,-0.27953917,02:48:52
158000.0,0.0,02:49:24
157997.4,-0.00164557,02:49:57
157997.4,0.0,02:50:31
158000.0,0.0016456,02:51:04
158000.0,0.0,02:51:37
158000.0,0.0,02:52:10
158000.0,0.0,02:52:43
158000.0,0.0,02:53:15
158000.0,0.0,02:53:49
158000.0,0.0,02:54:22
158000.0,0.0,02:54:55
158484.62,0.30672152,02:55:29
158484.62,0.0,02:56:02
158484.62,0.0,02:56:34
158484.62,0.0,02:57:07
158484.62,0.0,02:57:41
158989.95,0.31885113,02:58:14
158989.95,0.0,02:58:48
158989.95,0.0,02:59:21
158989.95,0.0,02:59:54
158989.95,0.0,03:00:27
156217.99,-1.74348127,03:01:00
158985.32,1.77145411,03:01:34
158985.32,0.0,03:02:07
158985.32,0.0,03:02:41
158985.32,0.0,03:03:14
158985.32,0.0,03:03:48
158985.32,0.0,03:04:21
158985.32,0.0,03:04:54
158985.32,0.0,03:05:27
158985.32,0.0,03:06:00
158985.32,0.0,03:06:33
158985.32,0.0,03:07:06
158985.32,0.0,03:07:39
158985.32,0.0,03:08:12
158000.0,-0.61975533,03:08:45
158000.0,0.0,03:09:19
158000.0,0.0,03:09:52
158000.0,0.0,03:10:24
158000.0,0.0,03:10:57
158000.0,0.0,03:11:30
158985.23,0.62356329,03:12:03
158985.26,1.887e-05,03:12:36
157008.79,-1.24317814,03:13:10
157008.79,0.0,03:13:43
157008.79,0.0,03:14:15
157008.79,0.0,03:14:49
157008.79,0.0,03:15:22
157008.79,0.0,03:15:55
157008.79,0.0,03:16:28
158988.27,1.2607447,03:17:01
158988.27,0.0,03:17:35
158988.27,0.0,03:18:08
158959.18,-0.01829695,03:18:41
158959.18,0.0,03:19:15
158985.25,0.01640044,03:19:48
158985.25,0.0,03:20:21
157000.0,-1.24870074,03:20:55
157000.0,0.0,03:21:28
157000.0,0.0,03:22:01
157000.0,0.0,03:22:35
157000.0,0.0,03:23:08
158985.33,1.2645414,03:23:41
158985.33,0.0,03:24:15
158985.33,0.0,03:24:48
157000.0,-1.24875044,03:25:22
157000.0,0.0,03:25:55
157000.0,0.0,03:26:28
157000.0,0.0,03:27:02
157000.0,0.0,03:27:35
157000.0,0.0,03:28:08
157000.0,0.0,03:28:41
157000.0,0.0,03:29:14
157000.0,0.0,03:29:48
157000.0,0.0,03:30:21
158936.98,1.23374522,03:30:54
158937.06,5.033e-05,03:31:27
158937.06,0.0,03:32:00
158937.06,0.0,03:32:33
158937.06,0.0,03:33:07
158937.06,0.0,03:33:40
158937.06,0.0,03:34:13
158937.06,0.0,03:34:46
158937.06,0.0,03:35:19
158939.99,0.0018435,03:35:52
158939.99,0.0,03:36:25
158939.99,0.0,03:36:58
158939.99,0.0,03:37:30
158939.99,0.0,03:38:04
158939.99,0.0,03:38:37
158939.99,0.0,03:39:10
158939.99,0.0,03:39:42
158939.99,0.0,03:40:15
158939.99,0.0,03:40:49
157005.86,-1.21689324,03:41:22
157005.86,0.0,03:41:55
157005.86,0.0,03:42:28
157005.86,0.0,03:43:02
157000.0,-0.00373234,03:43:34
157000.0,0.0,03:44:07
157017.73,0.01129299,03:44:40
157017.73,0.0,03:45:13
158936.97,1.22230782,03:45:46
158936.97,0.0,03:46:18
158936.97,0.0,03:46:52
158936.97,0.0,03:47:25
158936.97,0.0,03:47:57
158936.97,0.0,03:48:31
158936.97,0.0,03:49:04
158936.97,0.0,03:49:37
158936.97,0.0,03:50:10
158936.97,0.0,03:50:43
158936.97,0.0,03:51:16
158936.97,0.0,03:51:50
158936.97,0.0,03:52:22
158936.97,0.0,03:52:55
158936.97,0.0,03:53:28
158936.97,0.0,03:54:02
158936.97,0.0,03:54:34
158936.97,0.0,03:55:08
158936.97,0.0,03:55:41
158936.97,0.0,03:56:14
158936.97,0.0,03:56:47
158936.97,0.0,03:57:21
158936.97,0.0,03:57:54
158936.97,0.0,03:58:27
158936.97,0.0,03:59:01
158936.97,0.0,03:59:34
158936.97,0.0,04:00:07
158936.97,0.0,04:00:40
158936.97,0.0,04:01:13
158936.97,0.0,04:01:46
158937.05,5.033e-05,04:02:19
158937.05,0.0,04:02:53
158937.05,0.0,04:03:26
158937.05,0.0,04:03:59
158937.05,0.0,04:04:32
158939.98,0.0018435,04:05:05
158939.98,0.0,04:05:38
158939.98,0.0,04:06:11
158939.98,0.0,04:06:45
158939.98,0.0,04:07:18
158939.98,0.0,04:07:51
158939.98,0.0,04:08:24
158939.98,0.0,04:08:57
158939.98,0.0,04:09:30
158939.98,0.0,04:10:03
158939.98,0.0,04:10:36
158939.98,0.0,04:11:09
158939.98,0.0,04:11:42
158939.98,0.0,04:12:15
158939.98,0.0,04:12:49
158939.98,0.0,04:13:22
158939.98,0.0,04:13:56
158939.98,0.0,04:14:29
157000.06,-1.2205362,04:15:02
157000.06,0.0,04:15:34
157000.06,0.0,04:16:07
157000.06,0.0,04:16:41
158939.87,1.2355473,04:17:14
158939.87,0.0,04:17:47
158939.88,6.29e-06,04:18:21
158939.88,0.0,04:18:54
158939.88,0.0,04:19:27
158939.88,0.0,04:20:00
157008.85,-1.21494366,04:20:34
158939.9,1.22989882,04:21:07
158939.9,0.0,04:21:39
158939.9,0.0,04:22:12
158939.9,0.0,04:22:46
158939.9,0.0,04:23:19
158939.9,0.0,04:23:52
158939.9,0.0,04:24:25
158939.9,0.0,04:24:58
158939.9,0.0,04:25:30
158939.9,0.0,04:26:03
158939.9,0.0,04:26:36
158939.9,0.0,04:27:10
158939.9,0.0,04:27:43
158939.9,0.0,04:28:16
158939.9,0.0,04:28:50
158939.9,0.0,04:29:23
158939.9,0.0,04:29:56
158939.9,0.0,04:30:30
158939.9,0.0,04:31:03
158939.9,0.0,04:31:36
158939.9,0.0,04:32:10
158939.9,0.0,04:32:42
158939.9,0.0,04:33:15
158939.9,0.0,04:33:49
158939.9,0.0,04:34:22
157079.3,-1.17063116,04:34:56
157079.3,0.0,04:35:29
157079.3,0.0,04:36:02
157079.3,0.0,04:36:34
157079.3,0.0,04:37:08
158939.9,1.18449726,04:37:41
158939.9,0.0,04:38:14
158939.9,0.0,04:38:48
158939.9,0.0,04:39:21
158939.9,0.0,04:39:53
158939.9,0.0,04:40:26
158939.9,0.0,04:40:59
158939.9,0.0,04:41:33
158939.9,0.0,04:42:06
158939.9,0.0,04:42:40
158939.9,0.0,04:43:13
158939.9,0.0,04:43:49
158939.9,0.0,04:44:23
158939.9,0.0,04:44:56
158939.9,0.0,04:45:29
158939.9,0.0,04:46:02
158939.9,0.0,04:46:35
158939.9,0.0,04:47:08
158939.9,0.0,04:47:41
158939.91,6.29e-06,04:48:14
158939.91,0.0,04:48:48
158939.91,0.0,04:49:21
158939.91,0.0,04:49:54
157237.46,-1.07112808,04:50:27
157237.46,0.0,04:51:00
157237.46,0.0,04:51:34
157237.46,0.0,04:52:07
157237.46,0.0,04:52:41
157237.46,0.0,04:53:13
157237.46,0.0,04:53:47
157237.46,0.0,04:54:20
157237.46,0.0,04:54:54
157237.46,0.0,04:55:26
157570.03,0.21150812,04:56:00
157509.22,-0.03859236,04:56:33
157509.22,0.0,04:57:06
157509.22,0.0,04:57:39
158939.94,0.90834048,04:58:13
158939.94,0.0,04:58:46
158939.94,0.0,04:59:19
158939.84,-6.292e-05,04:59:52
158939.84,0.0,05:00:25
158939.84,0.0,05:00:58
158939.84,0.0,05:01:31
158939.84,0.0,05:02:04
158939.84,0.0,05:02:38
158939.84,0.0,05:03:11
158939.84,0.0,05:03:44
158939.84,0.0,05:04:17
158939.84,0.0,05:04:51
158939.84,0.0,05:05:23
158939.84,0.0,05:05:56
158939.84,0.0,05:06:29
158939.84,0.0,05:07:03
158939.84,0.0,05:07:36
158939.84,0.0,05:08:09
158939.88,2.517e-05,05:08:42
158939.88,0.0,05:09:15
158939.88,0.0,05:09:48
158939.88,0.0,05:10:22
158939.88,0.0,05:10:54
158939.88,0.0,05:11:28
158000.0,-0.59134309,05:12:01
158000.0,0.0,05:12:34
158000.0,0.0,05:13:07
158000.0,0.0,05:13:41
158000.0,0.0,05:14:14
158000.0,0.0,05:14:47
158000.0,0.0,05:15:21
158000.0,0.0,05:15:54
158000.0,0.0,05:16:27
158939.9,0.59487342,05:17:00
158939.9,0.0,05:17:33
158000.0,-0.5913556,05:18:07
158000.0,0.0,05:18:40
158000.0,0.0,05:19:13
158000.0,0.0,05:19:47
158939.91,0.59487975,05:20:20
158939.94,1.888e-05,05:20:53
158000.0,-0.59138062,05:21:26
158000.0,0.0,05:22:00
158939.9,0.59487342,05:22:33
158000.0,-0.5913556,05:23:07
158000.0,0.0,05:23:40
158000.0,0.0,05:24:13
158000.0,0.0,05:24:47
158000.0,0.0,05:25:20
158000.0,0.0,05:25:53
158000.0,0.0,05:26:27
158000.0,0.0,05:27:00
158000.0,0.0,05:27:33
158000.0,0.0,05:28:06
158000.0,0.0,05:28:40
158000.0,0.0,05:29:13
158000.0,0.0,05:29:47
158000.0,0.0,05:30:19
158000.0,0.0,05:30:53
158000.0,0.0,05:31:26
158939.9,0.59487342,05:31:58
158939.9,0.0,05:32:32
158939.9,0.0,05:33:04
158939.9,0.0,05:33:38
158000.0,-0.5913556,05:34:11
158000.0,0.0,05:34:44
158000.0,0.0,05:35:17
158000.0,0.0,05:35:50
158000.0,0.0,05:36:23
158939.9,0.59487342,05:36:56
158939.9,0.0,05:37:30
158939.9,0.0,05:38:03
158939.9,0.0,05:38:36
158939.9,0.0,05:39:10
158000.0,-0.5913556,05:39:43
158939.93,0.59489241,05:40:16
158000.0,-0.59137436,05:40:49
158939.93,0.59489241,05:41:23
158939.93,0.0,05:41:56
158939.93,0.0,05:42:29
158939.93,0.0,05:43:03
158939.93,0.0,05:43:36
158939.93,0.0,05:44:10
158939.93,0.0,05:44:43
158939.93,0.0,05:45:16
158939.93,0.0,05:45:49
158939.93,0.0,05:46:22
158939.93,0.0,05:46:56
158939.9,-1.888e-05,05:47:29
158939.9,0.0,05:48:03
158939.9,0.0,05:48:35
158939.9,0.0,05:49:08
158939.9,0.0,05:49:41
158939.9,0.0,05:50:15
158939.9,0.0,05:50:48
158939.9,0.0,05:51:21
158939.9,0.0,05:51:54
158939.9,0.0,05:52:27
158939.9,0.0,05:53:00
158939.93,1.888e-05,05:53:33
158939.93,0.0,05:54:06
157025.01,-1.20480738,05:54:39
157025.01,0.0,05:55:12
157025.01,0.0,05:55:45
157250.45,0.14356949,05:56:18
158939.93,1.07438802,05:56:50
158939.93,0.0,05:57:24
158939.93,0.0,05:57:57
157251.6,-1.06224408,05:58:30
158939.93,1.07364885,05:59:03
158939.93,0.0,05:59:36
157250.06,-1.063213,06:00:09
157250.06,0.0,06:00:42
157250.06,0.0,06:01:15
157250.06,0.0,06:01:48
157250.06,0.0,06:02:22
158939.93,1.0746387,06:02:55
158939.93,0.0,06:03:28
158939.93,0.0,06:04:01
158939.93,0.0,06:04:34
157301.04,-1.03113799,06:05:07
158939.87,1.04184308,06:05:39
158939.87,0.0,06:06:13
158939.87,0.0,06:06:46
158939.87,0.0,06:07:19
158936.86,-0.0018938,06:07:52
158936.86,0.0,06:08:25
158936.86,0.0,06:08:58
158936.4,-0.00028942,06:09:31
158936.4,0.0,06:10:04
157250.06,-1.0610156,06:10:37
157250.06,0.0,06:11:10
157250.06,0.0,06:11:43
157250.06,0.0,06:12:15
158939.0,1.07404728,06:12:49
157450.0,-0.9368374,06:13:22
157450.0,0.0,06:13:55
158939.83,0.9462242,06:14:28
158939.83,0.0,06:15:01
158939.83,0.0,06:15:34
158939.83,0.0,06:16:07
158939.83,0.0,06:16:40
158939.83,0.0,06:17:14
157400.0,-0.96881317,06:17:47
157400.0,0.0,06:18:21
157400.0,0.0,06:18:54
157400.0,0.0,06:19:27
157400.0,0.0,06:20:00
157400.0,0.0,06:20:33
157400.0,0.0,06:21:05
157400.0,0.0,06:21:38
157400.0,0.0,06:22:12
157400.0,0.0,06:22:45
158936.89,0.97642313,06:23:19
158936.89,0.0,06:23:52
158936.9,6.29e-06,06:24:24
158939.82,0.00183721,06:24:57
158939.82,0.0,06:25:31
158939.82,0.0,06:26:04
158939.82,0.0,06:26:37
158939.82,0.0,06:27:10
158939.82,0.0,06:27:43
158939.82,0.0,06:28:16
158936.66,-0.00198817,06:28:49
158936.66,0.0,06:29:22
157250.0,-1.0612152,06:29:55
157250.0,0.0,06:30:29
157250.0,0.0,06:31:02
158936.73,1.07264229,06:31:35
158936.73,0.0,06:32:08
157250.0,-1.06125878,06:32:41
157250.0,0.0,06:33:15
157250.0,0.0,06:33:48
157250.0,0.0,06:34:21
157250.0,0.0,06:34:54
158939.59,1.07446105,06:35:27
156560.01,-1.49716002,06:36:00
158939.54,1.51988365,06:36:34
158939.54,0.0,06:37:07
158939.27,-0.00016988,06:37:41
156560.04,-1.49694283,06:38:15
156560.04,0.0,06:38:48
156560.04,0.0,06:39:22
156560.04,0.0,06:39:55
156510.03,-0.03194302,06:40:29
158937.52,1.55101242,06:41:02
156515.03,-1.52417755,06:41:35
158937.47,1.54773634,06:42:08
158937.47,0.0,06:42:41
156680.0,-1.42035103,06:43:14
156680.0,0.0,06:43:48
158937.32,1.44071994,06:44:21
156750.04,-1.37619031,06:44:55
156750.04,0.0,06:45:28
156899.0,0.09503028,06:46:01
156550.0,-0.22243609,06:46:34
156515.0,-0.02235707,06:47:08
156515.03,1.917e-05,06:47:41
156401.01,-0.07284923,06:48:14
156401.01,0.0,06:48:48
158936.54,1.6211724,06:49:21
156401.0,-1.59531597,06:49:55
156401.0,0.0,06:50:28
156401.0,0.0,06:51:01
158936.04,1.6208592,06:51:35
158936.04,0.0,06:52:08
156401.0,-1.59500639,06:52:41
156401.0,0.0,06:53:14
156401.0,0.0,06:53:48
156401.03,1.918e-05,06:54:21
156401.03,0.0,06:54:55
156401.03,0.0,06:55:28
156401.03,0.0,06:56:02
156401.03,0.0,06:56:40
156453.8,0.03374019,06:57:13
156453.8,0.0,06:57:47
156477.92,0.01541669,06:58:20
156477.92,0.0,06:58:54
156477.92,0.0,06:59:27
158883.69,1.53745014,06:59:59
158883.69,0.0,07:00:33
156522.98,-1.48581015,07:01:05
156478.03,-0.02871783,07:01:38
156415.09,-0.0402229,07:02:11
156426.59,0.00735223,07:02:44
156426.59,0.0,07:03:17
156441.16,0.00931427,07:03:50
156441.16,0.0,07:04:23
156441.16,0.0,07:04:56
156441.16,0.0,07:05:29
156441.16,0.0,07:06:02
158829.48,1.52665705,07:06:35
158829.48,0.0,07:07:08
158719.24,-0.06940777,07:07:41
158710.83,-0.00529866,07:08:14
156546.24,-1.36385778,07:08:48
156546.24,0.0,07:09:21
156578.14,0.02037737,07:09:55
156578.14,0.0,07:10:27
156605.97,0.01777387,07:11:00
156605.97,0.0,07:11:34
156620.87,0.00951432,07:12:07
157705.21,0.6923343,07:12:40
157705.21,0.0,07:13:13
157705.21,0.0,07:13:47
157705.21,0.0,07:14:20
157702.2,-0.00190862,07:14:53
157702.2,0.0,07:15:26
157702.2,0.0,07:15:59
156412.35,-0.81790235,07:16:31
156800.0,0.24783849,07:17:04
156800.0,0.0,07:17:37
156800.0,0.0,07:18:11
156800.0,0.0,07:18:44
156800.0,0.0,07:19:17
156423.77,-0.2399426,07:19:50
156423.77,0.0,07:20:23
156423.9,8.311e-05,07:20:56
156423.9,0.0,07:21:29
156424.21,0.00019818,07:22:02
156424.21,0.0,07:22:36
156424.21,0.0,07:23:09
156424.21,0.0,07:23:41
157000.0,0.36809519,07:24:15
156236.18,-0.48650955,07:24:48
156236.18,0.0,07:25:22
157000.0,0.48888804,07:25:55
157000.0,0.0,07:26:28
156350.0,-0.41401274,07:27:01
158765.06,1.54464982,07:27:34
158765.06,0.0,07:28:07
158485.34,-0.17618486,07:28:40
158467.27,-0.01140169,07:29:14
158467.27,0.0,07:29:47
158467.27,0.0,07:30:20
158422.02,-0.02855479,07:30:53
158422.02,0.0,07:31:27
158422.02,0.0,07:32:00
158377.77,-0.02793172,07:32:32
158366.08,-0.00738109,07:33:06
157000.0,-0.86260896,07:33:39
157000.0,0.0,07:34:12
157000.0,0.0,07:34:45
155900.03,-0.70061783,07:35:19
155601.0,-0.19180881,07:35:52
155601.0,0.0,07:36:26
155601.0,0.0,07:36:59
155601.0,0.0,07:37:31
157879.5,1.46432221,07:38:05
157844.67,-0.02206113,07:38:38
157806.32,-0.02429604,07:39:12
155800.03,-1.27136226,07:39:44
157750.43,1.25186112,07:40:18
155800.03,-1.23638332,07:40:51
155800.03,0.0,07:41:24
155800.03,0.0,07:41:57
155800.03,0.0,07:42:31
157747.42,1.24992916,07:43:04
157750.43,0.00190811,07:43:38
157750.43,0.0,07:44:10
157750.43,0.0,07:44:43
158855.01,0.70020728,07:45:16
158855.01,0.0,07:45:50
157000.0,-1.1677378,07:46:23
157000.0,0.0,07:46:56
157496.98,0.31654777,07:47:30
157496.98,0.0,07:48:02
157496.64,-0.00021588,07:48:36
157496.64,0.0,07:49:09
157493.78,-0.00181591,07:49:42
157493.78,0.0,07:50:15
157296.8,-0.12507161,07:50:49
156006.27,-0.82044263,07:51:22
157296.53,0.8270565,07:51:55
157200.0,-0.06136817,07:52:29
157200.0,0.0,07:53:02
157197.07,-0.00186387,07:53:35
157196.99,-5.089e-05,07:54:09
156600.0,-0.3797719,07:54:42
156600.0,0.0,07:55:15
157196.96,0.38120051,07:55:48
157196.9,-3.817e-05,07:56:21
156601.0,-0.37907872,07:56:55
157196.66,0.38036794,07:57:28
157196.66,0.0,07:58:01
157000.0,-0.12510444,07:58:34
157000.0,0.0,07:59:08
156605.0,-0.25159236,07:59:41
157195.85,0.3772868,08:00:15
157195.85,0.0,08:00:49
157195.5,-0.00022265,08:01:22
156380.34,-0.51856446,08:01:55
156300.0,-0.05137474,08:02:29
156300.0,0.0,08:03:02
157196.96,0.57387076,08:03:35
157196.96,0.0,08:04:09
157196.96,0.0,08:04:42
157196.96,0.0,08:05:15
156329.31,-0.55195088,08:05:48
156329.37,3.838e-05,08:06:22
156329.37,0.0,08:06:55
156355.01,0.01640127,08:07:29
157196.96,0.5384861,08:08:02
157196.96,0.0,08:08:35
157196.96,0.0,08:09:08
157200.0,0.00193388,08:09:41
157200.0,0.0,08:10:15
157300.0,0.06361323,08:10:48
157300.0,0.0,08:11:21
156506.67,-0.50434202,08:11:54
156515.0,0.00532246,08:12:27
156515.0,0.0,08:13:00
157300.0,0.50154937,08:13:34
156515.0,-0.49904641,08:14:07
157300.0,0.50154937,08:14:41
157000.0,-0.19071837,08:15:13
157000.0,0.0,08:15:47
156514.62,-0.30915924,08:16:21
156514.62,0.0,08:16:54
156527.67,0.00833788,08:17:27
157500.0,0.6211873,08:18:01
157500.0,0.0,08:18:34
157500.0,0.0,08:19:07
156535.0,-0.61269841,08:19:41
157500.0,0.61647555,08:20:14
157500.0,0.0,08:20:47
158855.18,0.86043175,08:21:21
156600.0,-1.41964524,08:21:54
156600.0,0.0,08:22:27
158750.0,1.37292465,08:23:01
158750.0,0.0,08:23:34
158800.0,0.03149606,08:24:08
