xrp_mxn,Porcentage,Time
8.19,-0.12195122,09:16:21
8.27,0.97680098,09:16:55
8.27,0.0,09:17:29
8.27,0.0,09:18:02
8.27,0.0,09:18:35
8.27,0.0,09:19:09
8.27,0.0,09:19:42
8.27,0.0,09:20:15
8.27,0.0,09:20:48
8.27,0.0,09:21:22
8.27,0.0,09:21:55
8.27,0.0,09:22:28
8.27,0.0,09:23:02
8.27,0.0,09:23:35
8.27,0.0,09:24:08
8.27,0.0,09:24:41
8.27,0.0,09:25:14
8.27,0.0,09:25:47
8.27,0.0,09:26:21
8.27,0.0,09:26:54
8.26,-0.12091898,09:27:28
8.26,0.0,09:28:01
8.26,0.0,09:28:35
8.26,0.0,09:29:07
8.26,0.0,09:29:41
8.26,0.0,09:30:14
8.26,0.0,09:30:47
8.27,0.12106538,09:31:20
8.27,0.0,09:31:53
8.27,0.0,09:32:27
8.27,0.0,09:33:00
8.19,-0.96735187,09:33:33
8.27,0.97680098,09:34:07
8.27,0.0,09:34:40
8.27,0.0,09:35:13
8.27,0.0,09:35:47
8.27,0.0,09:36:20
8.19,-0.96735187,09:36:53
8.27,0.97680098,09:37:26
8.27,0.0,09:38:00
8.27,0.0,09:38:32
8.27,0.0,09:39:06
8.27,0.0,09:39:39
8.27,0.0,09:40:12
8.27,0.0,09:40:45
8.27,0.0,09:41:19
8.19,-0.96735187,09:41:52
8.19,0.0,09:42:25
8.27,0.97680098,09:42:58
8.27,0.0,09:43:31
8.27,0.0,09:44:04
8.27,0.0,09:44:39
8.27,0.0,09:45:13
8.27,0.0,09:45:46
8.27,0.0,09:46:20
8.27,0.0,09:46:53
8.19,-0.96735187,09:47:26
8.19,0.0,09:48:00
8.27,0.97680098,09:48:33
8.27,0.0,09:49:06
8.27,0.0,09:49:40
8.26,-0.12091898,09:50:13
8.26,0.0,09:50:46
8.18,-0.968523,09:51:20
8.18,0.0,09:51:53
8.18,0.0,09:52:26
8.18,0.0,09:53:00
8.18,0.0,09:53:33
8.2,0.24449878,09:54:07
8.2,0.0,09:54:40
8.27,0.85365854,09:55:14
8.2,-0.84643289,09:55:47
8.2,0.0,09:56:21
8.2,0.0,09:56:54
8.22,0.24390244,09:57:28
8.22,0.0,09:58:01
8.22,0.0,09:58:34
8.22,0.0,09:59:08
8.18,-0.486618,09:59:41
8.25,0.85574572,10:00:15
8.18,-0.84848485,10:00:48
8.18,0.0,10:01:22
8.25,0.85574572,10:01:55
8.25,0.0,10:02:29
8.25,0.0,10:03:02
8.25,0.0,10:03:35
8.25,0.0,10:04:09
8.25,0.0,10:04:42
8.23,-0.24242424,10:05:16
8.2,-0.36452005,10:05:49
8.2,0.0,10:06:23
8.2,0.0,10:06:56
8.2,0.0,10:07:29
8.2,0.0,10:08:03
8.2,0.0,10:08:37
8.18,-0.24390244,10:09:10
8.19,0.12224939,10:09:44
8.19,0.0,10:10:17
8.2,0.12210012,10:10:51
8.2,0.0,10:11:24
8.18,-0.24390244,10:11:58
8.18,0.0,10:12:31
8.18,0.0,10:13:05
8.18,0.0,10:13:38
8.18,0.0,10:14:11
8.18,0.0,10:14:45
8.18,0.0,10:15:18
8.18,0.0,10:15:52
8.18,0.0,10:16:26
8.18,0.0,10:16:59
8.18,0.0,10:17:33
8.18,0.0,10:18:06
8.24,0.73349633,10:18:40
8.24,0.0,10:19:14
8.24,0.0,10:19:47
8.16,-0.97087379,10:20:21
8.24,0.98039216,10:20:55
8.15,-1.09223301,10:21:29
8.15,0.0,10:22:03
8.15,0.0,10:22:36
8.16,0.12269939,10:23:10
8.16,0.0,10:23:44
8.16,0.0,10:24:17
8.16,0.0,10:24:50
8.16,0.0,10:25:24
8.19,0.36764706,10:25:57
8.19,0.0,10:26:31
8.19,0.0,10:27:05
8.19,0.0,10:27:38
8.19,0.0,10:28:12
8.17,-0.24420024,10:28:46
8.17,0.0,10:29:19
8.17,0.0,10:29:53
8.17,0.0,10:30:26
8.24,0.85679315,10:31:00
8.24,0.0,10:31:34
8.24,0.0,10:32:08
8.24,0.0,10:32:41
8.24,0.0,10:33:15
8.23,-0.12135922,10:33:49
8.23,0.0,10:34:22
8.23,0.0,10:34:56
8.23,0.0,10:35:30
8.24,0.12150668,10:36:03
8.24,0.0,10:36:37
8.24,0.0,10:37:11
8.24,0.0,10:37:44
8.24,0.0,10:38:18
8.25,0.12135922,10:38:51
8.25,0.0,10:39:25
8.25,0.0,10:39:59
8.25,0.0,10:40:32
8.27,0.24242424,10:41:06
8.27,0.0,10:41:39
8.27,0.0,10:42:13
8.27,0.0,10:42:46
8.27,0.0,10:43:20
8.27,0.0,10:43:54
8.27,0.0,10:44:27
8.27,0.0,10:45:01
8.27,0.0,10:45:35
8.27,0.0,10:46:08
8.27,0.0,10:46:42
8.27,0.0,10:47:16
8.26,-0.12091898,10:47:49
8.25,-0.12106538,10:48:22
8.25,0.0,10:48:56
8.18,-0.84848485,10:49:30
8.18,0.0,10:50:03
8.18,0.0,10:50:37
8.18,0.0,10:51:10
8.23,0.61124694,10:51:43
8.23,0.0,10:52:17
8.23,0.0,10:52:50
8.23,0.0,10:53:23
8.23,0.0,10:53:56
8.23,0.0,10:54:29
8.23,0.0,10:55:03
8.23,0.0,10:55:37
8.23,0.0,10:56:10
8.23,0.0,10:56:44
8.23,0.0,10:57:17
8.23,0.0,10:57:51
8.18,-0.60753341,10:58:25
8.18,0.0,10:58:58
8.18,0.0,10:59:31
8.18,0.0,11:00:05
8.18,0.0,11:00:39
8.18,0.0,11:01:12
8.18,0.0,11:01:46
8.18,0.0,11:02:19
8.17,-0.12224939,11:02:53
8.15,-0.24479804,11:03:27
8.15,0.0,11:04:00
8.15,0.0,11:04:34
8.18,0.36809816,11:05:07
8.18,0.0,11:05:41
8.16,-0.24449878,11:06:15
8.15,-0.12254902,11:06:48
8.15,0.0,11:07:22
8.15,0.0,11:07:56
8.15,0.0,11:08:29
8.15,0.0,11:09:03
8.15,0.0,11:09:36
8.15,0.0,11:10:10
8.15,0.0,11:10:43
8.15,0.0,11:11:17
8.15,0.0,11:11:51
8.16,0.12269939,11:12:24
8.18,0.24509804,11:12:58
8.18,0.0,11:13:32
8.18,0.0,11:14:05
8.18,0.0,11:14:39
8.18,0.0,11:15:13
8.18,0.0,11:15:46
8.18,0.0,11:16:19
8.18,0.0,11:16:53
8.17,-0.12224939,11:17:27
8.15,-0.24479804,11:18:00
8.15,0.0,11:18:34
8.15,0.0,11:19:07
8.15,0.0,11:19:41
8.15,0.0,11:20:15
8.15,0.0,11:20:48
8.15,0.0,11:21:22
8.16,0.12269939,11:21:55
8.16,0.0,11:22:28
8.17,0.12254902,11:23:01
8.17,0.0,11:23:40
8.17,0.0,11:24:13
8.17,0.0,11:24:46
8.17,0.0,11:25:20
8.17,0.0,11:25:54
8.19,0.24479804,11:26:27
8.17,-0.24420024,11:27:01
8.17,0.0,11:27:35
8.17,0.0,11:28:08
8.17,0.0,11:28:42
8.17,0.0,11:29:16
8.17,0.0,11:29:49
8.17,0.0,11:30:23
8.17,0.0,11:30:56
8.17,0.0,11:31:29
8.17,0.0,11:32:03
8.17,0.0,11:32:37
8.16,-0.12239902,11:33:10
8.16,0.0,11:33:43
8.15,-0.12254902,11:34:17
8.15,0.0,11:34:50
8.17,0.24539877,11:35:24
8.17,0.0,11:35:57
8.17,0.0,11:36:31
8.16,-0.12239902,11:37:04
8.15,-0.12254902,11:37:38
8.15,0.0,11:38:12
8.15,0.0,11:38:46
8.15,0.0,11:39:19
8.15,0.0,11:39:53
8.15,0.0,11:40:27
8.15,0.0,11:41:00
8.15,0.0,11:41:34
8.15,0.0,11:42:08
8.15,0.0,11:42:41
8.19,0.49079755,11:43:15
8.14,-0.61050061,11:43:49
8.12,-0.24570025,11:44:22
8.12,0.0,11:44:55
8.12,0.0,11:45:29
8.12,0.0,11:46:03
8.11,-0.12315271,11:46:36
8.1,-0.12330456,11:47:10
8.11,0.12345679,11:47:43
8.1,-0.12330456,11:48:17
8.1,0.0,11:48:50
8.1,0.0,11:49:24
8.1,0.0,11:49:57
8.08,-0.24691358,11:50:31
8.08,0.0,11:51:05
8.08,0.0,11:51:38
8.07,-0.12376238,11:52:12
8.07,0.0,11:52:45
8.07,0.0,11:53:18
8.07,0.0,11:53:52
8.08,0.12391574,11:54:25
8.06,-0.24752475,11:54:59
8.06,0.0,11:55:33
8.06,0.0,11:56:06
8.06,0.0,11:56:40
8.07,0.12406948,11:57:14
8.07,0.0,11:57:47
8.11,0.49566295,11:58:21
8.11,0.0,11:58:54
8.11,0.0,11:59:28
8.11,0.0,12:00:01
8.11,0.0,12:00:35
8.11,0.0,12:01:09
8.11,0.0,12:01:43
8.15,0.49321825,12:02:16
8.07,-0.98159509,12:02:50
8.07,0.0,12:03:23
8.07,0.0,12:03:57
8.07,0.0,12:04:31
8.07,0.0,12:05:05
8.07,0.0,12:05:38
8.07,0.0,12:06:12
8.07,0.0,12:06:46
8.07,0.0,12:07:19
8.07,0.0,12:07:53
8.09,0.24783147,12:08:27
8.09,0.0,12:09:00
8.09,0.0,12:09:34
8.07,-0.24721879,12:10:07
8.07,0.0,12:10:41
8.07,0.0,12:11:14
8.07,0.0,12:11:48
8.07,0.0,12:12:22
8.05,-0.24783147,12:12:55
8.04,-0.1242236,12:13:29
8.04,0.0,12:14:02
8.04,0.0,12:14:36
8.04,0.0,12:15:09
8.02,-0.24875622,12:15:43
8.02,0.0,12:16:17
8.02,0.0,12:16:50
8.02,0.0,12:17:24
8.02,0.0,12:17:57
8.0,-0.24937656,12:18:31
8.0,0.0,12:19:04
8.0,0.0,12:19:37
8.07,0.875,12:20:11
8.07,0.0,12:20:44
8.07,0.0,12:21:18
8.07,0.0,12:21:51
8.08,0.12391574,12:22:25
8.08,0.0,12:22:59
8.0,-0.99009901,12:23:32
8.08,1.0,12:24:06
8.08,0.0,12:24:40
8.04,-0.4950495,12:25:13
7.94,-1.24378109,12:25:47
7.94,0.0,12:26:20
7.94,0.0,12:26:54
7.94,0.0,12:27:27
7.94,0.0,12:28:02
7.93,-0.12594458,12:28:36
7.93,0.0,12:29:10
7.93,0.0,12:29:43
7.93,0.0,12:30:17
7.99,0.75662043,12:30:51
7.93,-0.75093867,12:31:24
7.93,0.0,12:31:58
7.93,0.0,12:32:32
7.93,0.0,12:33:05
7.93,0.0,12:33:39
8.0,0.88272383,12:34:12
8.0,0.0,12:34:46
8.0,0.0,12:35:19
8.0,0.0,12:35:53
8.0,0.0,12:36:26
8.0,0.0,12:37:00
7.96,-0.5,12:37:34
7.94,-0.25125628,12:38:08
7.94,0.0,12:38:42
7.94,0.0,12:39:15
7.94,0.0,12:39:50
7.92,-0.25188917,12:40:23
7.83,-1.13636364,12:40:58
7.83,0.0,12:41:31
7.9,0.89399745,12:42:04
7.9,0.0,12:42:38
7.85,-0.63291139,12:43:11
7.81,-0.50955414,12:43:45
7.85,0.51216389,12:44:18
7.8,-0.63694268,12:44:52
7.74,-0.76923077,12:45:25
7.7,-0.51679587,12:45:59
7.7,0.0,12:46:32
7.7,0.0,12:47:06
7.77,0.90909091,12:47:40
7.76,-0.12870013,12:48:13
7.77,0.12886598,12:48:46
7.72,-0.64350064,12:49:20
7.65,-0.90673575,12:49:53
7.65,0.0,12:50:26
7.7,0.65359477,12:50:59
7.75,0.64935065,12:51:33
7.69,-0.77419355,12:52:06
7.65,-0.52015605,12:52:39
7.7,0.65359477,12:53:13
7.74,0.51948052,12:53:47
7.74,0.0,12:54:20
7.74,0.0,12:54:54
7.75,0.12919897,12:55:27
7.75,0.0,12:56:00
7.75,0.0,12:56:34
7.78,0.38709677,12:57:08
7.69,-1.15681234,12:57:41
7.78,1.17035111,12:58:15
7.78,0.0,12:58:49
7.69,-1.15681234,12:59:22
7.77,1.04031209,12:59:56
7.68,-1.15830116,13:00:30
7.66,-0.26041667,13:01:03
7.65,-0.1305483,13:01:37
7.77,1.56862745,13:02:10
7.77,0.0,13:02:44
7.7,-0.9009009,13:03:17
7.77,0.90909091,13:03:50
7.78,0.12870013,13:04:24
7.85,0.89974293,13:04:57
7.85,0.0,13:05:31
7.7,-1.91082803,13:06:05
7.71,0.12987013,13:06:39
7.7,-0.12970169,13:07:12
7.83,1.68831169,13:07:46
7.83,0.0,13:08:19
7.7,-1.66028097,13:08:53
7.7,0.0,13:09:26
7.83,1.68831169,13:10:00
7.83,0.0,13:10:34
7.86,0.38314176,13:11:07
7.85,-0.12722646,13:11:41
7.85,0.0,13:12:14
7.87,0.25477707,13:12:47
7.88,0.1270648,13:13:21
7.88,0.0,13:13:54
7.88,0.0,13:14:28
7.88,0.0,13:15:01
7.85,-0.38071066,13:15:35
7.85,0.0,13:16:08
7.85,0.0,13:16:42
7.85,0.0,13:17:15
7.76,-1.14649682,13:17:49
7.76,0.0,13:18:22
7.76,0.0,13:18:56
7.76,0.0,13:19:29
7.76,0.0,13:20:03
7.76,0.0,13:20:36
7.84,1.03092784,13:21:10
7.84,0.0,13:21:43
7.77,-0.89285714,13:22:17
7.77,0.0,13:22:51
7.77,0.0,13:23:24
7.77,0.0,13:23:57
7.77,0.0,13:24:31
7.77,0.0,13:25:04
7.77,0.0,13:25:38
7.84,0.9009009,13:26:11
7.77,-0.89285714,13:26:45
7.78,0.12870013,13:27:18
7.89,1.41388175,13:27:52
7.88,-0.12674271,13:28:25
7.88,0.0,13:28:59
7.88,0.0,13:29:33
7.88,0.0,13:30:06
7.77,-1.39593909,13:30:39
7.85,1.02960103,13:31:13
7.85,0.0,13:31:47
7.85,0.0,13:32:21
7.78,-0.89171975,13:32:54
7.86,1.02827763,13:33:28
7.78,-1.0178117,13:34:01
7.78,0.0,13:34:35
7.78,0.0,13:35:08
7.78,0.0,13:35:42
7.85,0.89974293,13:36:15
7.85,0.0,13:36:49
7.83,-0.25477707,13:37:22
7.83,0.0,13:38:00
7.83,0.0,13:38:34
7.83,0.0,13:39:07
7.83,0.0,13:39:41
7.79,-0.51085568,13:40:14
7.79,0.0,13:40:48
7.79,0.0,13:41:21
7.79,0.0,13:41:54
7.79,0.0,13:42:28
7.81,0.25673941,13:43:01
7.88,0.89628681,13:43:35
7.82,-0.76142132,13:44:08
7.82,0.0,13:44:42
7.9,1.0230179,13:45:16
7.9,0.0,13:45:49
7.9,0.0,13:46:23
7.9,0.0,13:46:56
7.9,0.0,13:47:30
7.9,0.0,13:48:03
7.9,0.0,13:48:37
7.89,-0.12658228,13:49:11
7.89,0.0,13:49:44
7.86,-0.38022814,13:50:18
7.86,0.0,13:50:51
7.86,0.0,13:51:25
7.82,-0.50890585,13:51:59
7.91,1.15089514,13:52:32
7.91,0.0,13:53:06
7.87,-0.505689,13:53:40
7.82,-0.63532402,13:54:13
7.82,0.0,13:54:47
7.87,0.63938619,13:55:20
7.87,0.0,13:55:54
7.87,0.0,13:56:27
7.89,0.25412961,13:57:01
7.89,0.0,13:57:35
7.9,0.12674271,13:58:09
7.9,0.0,13:58:42
7.9,0.0,13:59:16
7.83,-0.88607595,13:59:49
7.83,0.0,14:00:23
7.83,0.0,14:00:57
7.83,0.0,14:01:31
7.84,0.12771392,14:02:04
7.84,0.0,14:02:38
7.84,0.0,14:03:11
7.84,0.0,14:03:45
7.84,0.0,14:04:18
7.84,0.0,14:04:52
7.84,0.0,14:05:25
7.84,0.0,14:05:59
7.84,0.0,14:06:33
7.84,0.0,14:07:07
7.83,-0.12755102,14:07:40
7.81,-0.25542784,14:08:14
7.82,0.12804097,14:08:47
7.81,-0.12787724,14:09:21
7.81,0.0,14:09:55
7.72,-1.15236876,14:10:27
7.81,1.16580311,14:11:01
7.7,-1.4084507,14:11:35
7.7,0.0,14:12:08
7.7,0.0,14:12:41
7.7,0.0,14:13:15
7.7,0.0,14:13:48
7.7,0.0,14:14:22
7.8,1.2987013,14:14:55
7.81,0.12820513,14:15:29
7.81,0.0,14:16:03
7.71,-1.28040973,14:16:36
7.71,0.0,14:17:09
7.7,-0.12970169,14:17:43
7.7,0.0,14:18:17
7.8,1.2987013,14:18:50
7.8,0.0,14:19:24
7.8,0.0,14:19:57
7.8,0.0,14:20:31
7.72,-1.02564103,14:21:05
7.71,-0.12953368,14:21:39
7.71,0.0,14:22:12
7.71,0.0,14:22:46
7.78,0.9079118,14:23:19
7.79,0.1285347,14:23:53
7.7,-1.15532734,14:24:26
7.7,0.0,14:25:00
7.7,0.0,14:25:33
7.7,0.0,14:26:07
7.7,0.0,14:26:41
7.7,0.0,14:27:14
7.7,0.0,14:27:48
7.76,0.77922078,14:28:22
7.76,0.0,14:28:55
7.76,0.0,14:29:29
7.76,0.0,14:30:02
7.76,0.0,14:30:36
7.7,-0.77319588,14:31:10
7.7,0.0,14:31:43
