btc_mxn,Porcentage,Time
155604.78,0.0,01:52:41
155907.83,0.19475623,01:53:14
155907.83,0.0,01:53:47
155907.83,0.0,01:54:21
155769.5,-0.0887255,01:54:54
155769.5,0.0,01:55:27
155769.5,0.0,01:56:01
155769.5,0.0,01:56:34
155769.5,0.0,01:57:06
155968.06,0.1274704,01:57:40
155968.06,0.0,01:58:13
155968.06,0.0,01:58:46
155968.06,0.0,01:59:19
155968.06,0.0,01:59:54
155968.06,0.0,02:00:27
155968.06,0.0,02:01:01
155968.06,0.0,02:01:34
155968.06,0.0,02:02:08
155968.06,0.0,02:02:41
155968.06,0.0,02:03:15
155968.06,0.0,02:03:48
155968.06,0.0,02:04:21
155968.06,0.0,02:04:54
156199.63,0.14847271,02:05:28
156199.63,0.0,02:06:01
156092.9,-0.06832923,02:06:34
156092.9,0.0,02:07:08
156033.35,-0.03815036,02:07:42
154567.89,-0.93919665,02:08:15
154567.89,0.0,02:08:48
154567.89,0.0,02:09:22
155790.83,0.79119926,02:09:55
155790.83,0.0,02:10:28
155200.0,-0.37924568,02:11:02
155200.0,0.0,02:11:34
156025.48,0.53188144,02:12:08
156025.48,0.0,02:12:41
156025.48,0.0,02:13:15
155847.31,-0.11419289,02:13:48
155600.0,-0.15868737,02:14:25
155600.0,0.0,02:14:59
155600.0,0.0,02:15:32
156191.09,0.37987789,02:16:05
155300.0,-0.5705127,02:16:38
155300.0,0.0,02:17:12
155300.0,0.0,02:17:45
155300.0,0.0,02:18:18
155300.0,0.0,02:18:51
155300.0,0.0,02:19:24
155300.0,0.0,02:19:57
155300.0,0.0,02:20:31
155300.0,0.0,02:21:04
155300.0,0.0,02:21:37
156000.0,0.4507405,02:22:11
156000.0,0.0,02:22:44
155872.01,-0.08204487,02:23:17
155872.01,0.0,02:23:51
155872.01,0.0,02:24:24
155872.01,0.0,02:24:58
156119.58,0.15882903,02:25:31
154291.0,-1.17126884,02:26:04
154291.0,0.0,02:26:37
154291.0,0.0,02:27:10
154291.0,0.0,02:27:44
154291.0,0.0,02:28:17
154291.0,0.0,02:28:50
154291.0,0.0,02:29:24
154291.0,0.0,02:29:57
156098.98,1.17179874,02:30:30
156098.98,0.0,02:31:04
156098.98,0.0,02:31:37
154446.8,-1.05841819,02:32:10
154446.8,0.0,02:32:43
154446.8,0.0,02:33:17
154446.8,0.0,02:33:50
156299.0,1.1992479,02:34:23
156299.0,0.0,02:34:56
156299.0,0.0,02:35:30
156299.0,0.0,02:36:03
156299.0,0.0,02:36:37
156299.0,0.0,02:37:10
156299.0,0.0,02:37:42
156299.0,0.0,02:38:16
154625.72,-1.07056347,02:38:49
154625.72,0.0,02:39:22
154625.72,0.0,02:39:56
154625.72,0.0,02:40:29
154625.72,0.0,02:41:03
154625.72,0.0,02:41:36
154625.72,0.0,02:42:09
154625.72,0.0,02:42:42
154625.72,0.0,02:43:16
154625.72,0.0,02:43:49
154625.72,0.0,02:44:22
154625.72,0.0,02:44:55
154625.72,0.0,02:45:29
155205.73,0.37510577,02:46:02
155311.34,0.06804517,02:46:36
155311.34,0.0,02:47:09
156396.99,0.69901528,02:47:42
156396.99,0.0,02:48:15
156396.99,0.0,02:48:49
156396.99,0.0,02:49:22
156396.99,0.0,02:49:55
156396.99,0.0,02:50:29
156396.99,0.0,02:51:02
156396.99,0.0,02:51:35
156400.0,0.00192459,02:52:08
156400.0,0.0,02:52:42
156400.0,0.0,02:53:15
156400.0,0.0,02:53:48
156400.0,0.0,02:54:21
156400.0,0.0,02:54:54
156400.0,0.0,02:55:27
156400.0,0.0,02:56:01
156400.0,0.0,02:56:34
156400.0,0.0,02:57:07
156400.0,0.0,02:57:40
156400.0,0.0,02:58:14
156400.0,0.0,02:58:47
156400.0,0.0,02:59:20
154434.13,-1.25695013,02:59:53
154434.13,0.0,03:00:26
154434.13,0.0,03:00:59
154434.13,0.0,03:01:32
154434.13,0.0,03:02:05
154434.13,0.0,03:02:39
154434.13,0.0,03:03:12
154434.13,0.0,03:03:46
154434.13,0.0,03:04:19
154434.13,0.0,03:04:53
154434.13,0.0,03:05:26
154434.13,0.0,03:05:58
154434.13,0.0,03:06:31
154434.13,0.0,03:07:05
156500.0,1.33770301,03:07:38
156500.0,0.0,03:08:11
156500.0,0.0,03:08:44
156500.0,0.0,03:09:17
156500.0,0.0,03:09:50
156500.0,0.0,03:10:23
156500.0,0.0,03:10:57
156500.0,0.0,03:11:30
156500.0,0.0,03:12:04
156500.0,0.0,03:12:37
156500.0,0.0,03:13:10
156500.0,0.0,03:13:44
156500.0,0.0,03:14:17
156500.0,0.0,03:14:50
156500.0,0.0,03:15:24
156500.0,0.0,03:15:57
156500.0,0.0,03:16:29
156500.0,0.0,03:17:02
156500.0,0.0,03:17:35
156650.53,0.0961853,03:18:09
154171.71,-1.58238852,03:18:42
154171.71,0.0,03:19:15
154171.71,0.0,03:19:49
154171.71,0.0,03:20:22
156650.2,1.6076166,03:20:55
156650.2,0.0,03:21:27
156650.2,0.0,03:22:01
156650.2,0.0,03:22:34
156649.36,-0.00053623,03:23:07
156649.36,0.0,03:23:40
156649.36,0.0,03:24:14
156649.36,0.0,03:24:47
156649.36,0.0,03:25:20
156649.36,0.0,03:25:54
156649.36,0.0,03:26:27
156649.36,0.0,03:27:00
156649.36,0.0,03:27:33
156649.36,0.0,03:28:07
156649.36,0.0,03:28:40
156649.36,0.0,03:29:13
156649.36,0.0,03:29:46
156649.36,0.0,03:30:19
156649.36,0.0,03:30:52
156649.36,0.0,03:31:25
156649.36,0.0,03:31:59
156649.36,0.0,03:32:32
156649.36,0.0,03:33:05
156649.36,0.0,03:33:39
156649.36,0.0,03:34:11
156649.36,0.0,03:34:45
156647.9,-0.00093202,03:35:18
156647.9,0.0,03:35:52
156647.9,0.0,03:36:25
156647.9,0.0,03:36:59
156647.9,0.0,03:37:32
156647.9,0.0,03:38:06
156647.9,0.0,03:38:39
156647.9,0.0,03:39:12
156647.9,0.0,03:39:46
156647.9,0.0,03:40:19
156647.9,0.0,03:40:51
156647.9,0.0,03:41:24
156647.9,0.0,03:41:57
154804.77,-1.1766069,03:42:31
154804.77,0.0,03:43:04
154804.77,0.0,03:43:37
154804.77,0.0,03:44:10
154804.77,0.0,03:44:43
156585.59,1.15036507,03:45:16
156585.59,0.0,03:45:49
156585.59,0.0,03:46:23
156539.15,-0.0296579,03:46:56
156539.15,0.0,03:47:30
156539.15,0.0,03:48:03
156539.15,0.0,03:48:35
156539.15,0.0,03:49:08
156539.15,0.0,03:49:42
156539.15,0.0,03:50:15
156539.15,0.0,03:50:49
154334.6,-1.40830585,03:51:23
154334.6,0.0,03:51:56
154334.6,0.0,03:52:28
154334.6,0.0,03:53:02
154334.6,0.0,03:53:36
154334.6,0.0,03:54:09
154334.6,0.0,03:54:42
154334.6,0.0,03:55:15
154334.6,0.0,03:55:50
154429.02,0.06117876,03:56:23
155005.01,0.37298042,03:56:57
155005.01,0.0,03:57:30
155005.01,0.0,03:58:03
155005.01,0.0,03:58:37
155005.01,0.0,03:59:10
155005.01,0.0,03:59:44
155005.01,0.0,04:00:17
155005.01,0.0,04:00:50
156573.95,1.01218664,04:01:23
156573.95,0.0,04:01:56
156573.95,0.0,04:02:30
156573.95,0.0,04:03:03
156573.95,0.0,04:03:36
156573.95,0.0,04:04:09
156573.95,0.0,04:04:43
156573.95,0.0,04:05:17
156573.95,0.0,04:05:50
156573.95,0.0,04:06:23
156573.95,0.0,04:06:57
156573.95,0.0,04:07:30
156573.95,0.0,04:08:04
156573.95,0.0,04:08:37
156573.95,0.0,04:09:11
156573.95,0.0,04:09:44
156573.95,0.0,04:10:17
156573.95,0.0,04:10:51
156573.95,0.0,04:11:24
156573.95,0.0,04:11:58
156573.95,0.0,04:12:31
156573.95,0.0,04:13:05
156573.95,0.0,04:13:38
156573.95,0.0,04:14:12
156573.95,0.0,04:14:45
156573.95,0.0,04:15:19
156573.95,0.0,04:15:52
154156.33,-1.5440755,04:16:26
154156.33,0.0,04:16:59
154156.33,0.0,04:17:32
154156.33,0.0,04:18:06
154156.33,0.0,04:18:39
154156.33,0.0,04:19:13
154156.33,0.0,04:19:46
154156.33,0.0,04:20:19
154249.28,0.06029593,04:20:53
154263.65,0.00931609,04:21:26
156534.12,1.47181141,04:21:59
156534.12,0.0,04:22:32
156534.12,0.0,04:23:05
156534.12,0.0,04:23:38
156534.12,0.0,04:24:12
156534.12,0.0,04:24:45
156534.12,0.0,04:25:19
156534.12,0.0,04:25:52
156534.12,0.0,04:26:25
156534.12,0.0,04:26:59
156534.12,0.0,04:27:38
156534.12,0.0,04:28:12
156534.12,0.0,04:28:45
156534.12,0.0,04:29:18
156534.12,0.0,04:29:51
154281.44,-1.43909839,04:30:25
154281.44,0.0,04:30:58
154281.44,0.0,04:31:31
154281.44,0.0,04:32:05
154281.44,0.0,04:32:38
154281.44,0.0,04:33:11
154281.44,0.0,04:33:44
154281.44,0.0,04:34:18
154281.44,0.0,04:34:51
154281.44,0.0,04:35:24
154281.44,0.0,04:35:57
154281.44,0.0,04:36:30
154281.44,0.0,04:37:03
154281.44,0.0,04:37:36
154281.44,0.0,04:38:09
154283.01,0.00101762,04:38:42
154283.01,0.0,04:39:15
154283.01,0.0,04:39:49
154283.01,0.0,04:40:22
154283.01,0.0,04:40:55
154283.01,0.0,04:41:28
154283.01,0.0,04:42:02
154283.01,0.0,04:42:35
154283.01,0.0,04:43:09
154283.01,0.0,04:43:42
154283.01,0.0,04:44:15
154283.01,0.0,04:44:49
154283.01,0.0,04:45:22
154283.01,0.0,04:45:56
154283.01,0.0,04:46:29
154283.01,0.0,04:47:03
154283.01,0.0,04:47:36
154283.01,0.0,04:48:10
156394.7,1.36871195,04:48:43
156394.7,0.0,04:49:17
156394.7,0.0,04:49:50
156394.7,0.0,04:50:24
156341.45,-0.03404847,04:50:57
156341.45,0.0,04:51:31
156341.45,0.0,04:52:04
156341.45,0.0,04:52:38
156341.45,0.0,04:53:12
156341.45,0.0,04:53:45
156341.45,0.0,04:54:19
156341.45,0.0,04:54:52
156341.45,0.0,04:55:26
156341.45,0.0,04:55:59
156341.45,0.0,04:56:33
156341.45,0.0,04:57:06
156341.45,0.0,04:57:40
156341.45,0.0,04:58:13
156625.55,0.18171764,04:58:47
156625.55,0.0,04:59:20
156625.55,0.0,04:59:54
156625.55,0.0,05:00:27
156625.55,0.0,05:01:01
156625.55,0.0,05:01:34
156625.55,0.0,05:02:07
156625.55,0.0,05:02:40
156625.55,0.0,05:03:14
156625.55,0.0,05:03:47
156625.55,0.0,05:04:21
156625.55,0.0,05:04:54
156625.55,0.0,05:05:27
156625.55,0.0,05:06:00
156625.55,0.0,05:06:33
156620.62,-0.00314763,05:07:06
156620.62,0.0,05:07:40
156620.62,0.0,05:08:13
156620.18,-0.00028093,05:08:47
156620.18,0.0,05:09:20
156620.0,-0.00011493,05:09:52
156620.0,0.0,05:10:26
154366.84,-1.43861576,05:10:59
154366.84,0.0,05:11:32
154366.84,0.0,05:12:05
154366.84,0.0,05:12:39
154366.84,0.0,05:13:12
154366.84,0.0,05:13:45
154366.84,0.0,05:14:18
154470.64,0.06724242,05:14:51
154470.64,0.0,05:15:24
154470.64,0.0,05:15:57
156573.12,1.36108713,05:16:31
156573.12,0.0,05:17:04
156573.12,0.0,05:17:38
156573.12,0.0,05:18:10
156573.12,0.0,05:18:43
156573.12,0.0,05:19:17
156573.12,0.0,05:19:50
156573.12,0.0,05:20:23
156573.12,0.0,05:20:57
156426.39,-0.0937134,05:21:30
156426.39,0.0,05:22:03
156426.39,0.0,05:22:37
156426.39,0.0,05:23:10
156426.39,0.0,05:23:44
156426.39,0.0,05:24:17
156426.39,0.0,05:24:50
156426.39,0.0,05:25:24
156426.39,0.0,05:25:57
156426.39,0.0,05:26:31
156426.39,0.0,05:27:04
156426.39,0.0,05:27:38
156426.39,0.0,05:28:11
156426.39,0.0,05:28:45
156426.39,0.0,05:29:18
156426.39,0.0,05:29:51
156426.39,0.0,05:30:24
156426.39,0.0,05:30:58
156426.39,0.0,05:31:31
156426.39,0.0,05:32:05
156426.39,0.0,05:32:38
156426.39,0.0,05:33:12
156543.47,0.07484671,05:33:45
156543.47,0.0,05:34:18
156543.47,0.0,05:34:52
156543.47,0.0,05:35:25
156543.47,0.0,05:35:59
156489.41,-0.03453354,05:36:32
156489.41,0.0,05:37:06
154508.01,-1.26615597,05:37:39
154508.01,0.0,05:38:13
154508.01,0.0,05:38:46
154152.24,-0.23025991,05:39:20
154152.24,0.0,05:39:53
154152.24,0.0,05:40:27
154152.24,0.0,05:41:00
154152.24,0.0,05:41:34
154152.24,0.0,05:42:07
154152.24,0.0,05:42:41
154152.24,0.0,05:43:15
154152.24,0.0,05:43:48
154152.24,0.0,05:44:21
154152.24,0.0,05:44:55
154152.24,0.0,05:45:28
154152.24,0.0,05:46:02
154152.24,0.0,05:46:35
154152.24,0.0,05:47:08
154152.24,0.0,05:47:42
154152.24,0.0,05:48:15
156399.97,1.45812348,05:48:49
156399.97,0.0,05:49:22
154306.11,-1.33878542,05:49:56
154306.11,0.0,05:50:29
154306.11,0.0,05:51:03
154306.11,0.0,05:51:36
154306.11,0.0,05:52:10
156650.5,1.51931119,05:52:43
156650.5,0.0,05:53:17
156650.5,0.0,05:53:50
156650.5,0.0,05:54:24
156650.5,0.0,05:54:57
156650.5,0.0,05:55:31
156650.5,0.0,05:56:04
156650.5,0.0,05:56:38
156650.5,0.0,05:57:11
156650.5,0.0,05:57:45
156650.5,0.0,05:58:18
156650.5,0.0,05:58:52
156650.5,0.0,05:59:25
155159.47,-0.9518195,05:59:59
155159.47,0.0,06:00:32
155159.47,0.0,06:01:05
155159.47,0.0,06:01:38
156650.49,0.96095971,06:02:12
156650.49,0.0,06:02:46
156650.49,0.0,06:03:19
156650.49,0.0,06:03:53
156650.49,0.0,06:04:26
156650.49,0.0,06:05:00
156650.49,0.0,06:05:34
156650.49,0.0,06:06:07
156650.49,0.0,06:06:41
156650.49,0.0,06:07:14
156650.49,0.0,06:07:48
156650.49,0.0,06:08:21
156650.49,0.0,06:08:54
156650.49,0.0,06:09:27
156650.49,0.0,06:10:01
156650.49,0.0,06:10:34
154500.03,-1.37277579,06:11:08
154500.03,0.0,06:11:41
154150.0,-0.22655659,06:12:15
154150.0,0.0,06:12:49
154150.0,0.0,06:13:22
156636.86,1.61327279,06:13:56
156636.86,0.0,06:14:29
156636.86,0.0,06:15:03
156636.86,0.0,06:15:36
156636.86,0.0,06:16:09
156636.86,0.0,06:16:43
156636.86,0.0,06:17:16
156636.86,0.0,06:17:50
156636.86,0.0,06:18:23
156636.0,-0.00054904,06:18:57
154587.91,-1.30754743,06:19:32
154587.91,0.0,06:20:05
156636.0,1.32487075,06:20:39
156636.0,0.0,06:21:13
156636.0,0.0,06:21:46
156636.0,0.0,06:22:20
156636.0,0.0,06:22:53
156636.0,0.0,06:23:27
156636.0,0.0,06:24:00
156636.0,0.0,06:24:34
156636.0,0.0,06:25:08
156636.0,0.0,06:25:41
156636.0,0.0,06:26:14
155400.0,-0.78909063,06:26:48
155400.0,0.0,06:27:22
155416.61,0.01068855,06:27:55
155416.61,0.0,06:28:29
155416.61,0.0,06:29:02
154170.2,-0.80197992,06:29:36
156650.5,1.60880637,06:30:09
156650.5,0.0,06:30:43
156650.5,0.0,06:31:16
156650.5,0.0,06:31:50
156650.5,0.0,06:32:23
156650.5,0.0,06:32:57
154202.16,-1.56293149,06:33:30
156584.68,1.54506266,06:34:04
156584.68,0.0,06:34:37
154203.05,-1.52098532,06:35:10
154203.05,0.0,06:35:44
154203.05,0.0,06:36:17
156507.86,1.49465915,06:36:50
154205.64,-1.47099321,06:37:24
154205.64,0.0,06:37:57
156456.14,1.45941484,06:38:31
156456.14,0.0,06:39:04
156456.14,0.0,06:39:38
156626.54,0.10891231,06:40:12
156626.54,0.0,06:40:45
156626.54,0.0,06:41:21
156626.54,0.0,06:41:55
156572.2,-0.03469399,06:42:28
156572.2,0.0,06:43:02
156572.2,0.0,06:43:35
156572.2,0.0,06:44:09
156572.2,0.0,06:44:42
156572.2,0.0,06:45:16
154221.52,-1.50133932,06:45:49
154221.52,0.0,06:46:23
154500.0,0.18057143,06:46:56
154500.0,0.0,06:47:30
154500.0,0.0,06:48:03
154500.0,0.0,06:48:36
154500.0,0.0,06:49:10
154500.0,0.0,06:49:43
154500.0,0.0,06:50:17
154500.0,0.0,06:50:50
154222.09,-0.17987702,06:51:24
154222.09,0.0,06:51:57
154500.0,0.18020116,06:52:30
154222.1,-0.17987055,06:53:04
154222.1,0.0,06:53:37
154222.1,0.0,06:54:11
154222.1,0.0,06:54:44
154222.1,0.0,06:55:18
155000.0,0.50440242,06:55:51
154222.34,-0.50171613,06:56:25
154300.0,0.05035587,06:56:58
154300.0,0.0,06:57:31
154300.0,0.0,06:58:05
154300.0,0.0,06:58:39
154300.0,0.0,06:59:12
154300.0,0.0,06:59:46
154300.0,0.0,07:00:19
154300.0,0.0,07:00:52
154300.75,0.00048607,07:01:26
154300.81,3.889e-05,07:01:59
154300.85,2.592e-05,07:02:33
154300.85,0.0,07:03:06
154300.89,2.592e-05,07:03:40
154300.89,0.0,07:04:14
154300.89,0.0,07:04:47
154301.11,0.00014258,07:05:21
154301.12,6.48e-06,07:05:55
154301.12,0.0,07:06:28
154301.12,0.0,07:07:02
154301.12,0.0,07:07:35
154301.12,0.0,07:08:09
156389.41,1.35338616,07:08:41
156389.41,0.0,07:09:14
156352.46,-0.02362692,07:09:48
156352.46,0.0,07:10:21
156328.35,-0.01542029,07:10:54
156328.35,0.0,07:11:27
154301.13,-1.29677055,07:12:01
154301.13,0.0,07:12:34
154301.13,0.0,07:13:08
154301.63,0.00032404,07:13:41
154301.82,0.00012314,07:14:15
154301.82,0.0,07:14:49
154302.4,0.00037589,07:15:22
154302.65,0.00016202,07:15:56
156244.03,1.25816375,07:16:29
156244.03,0.0,07:17:04
156244.03,0.0,07:17:37
156244.03,0.0,07:18:11
156244.03,0.0,07:18:44
156244.03,0.0,07:19:18
156244.03,0.0,07:19:51
154303.51,-1.24198025,07:20:25
154303.51,0.0,07:20:58
156249.9,1.26140358,07:21:32
156232.56,-0.01109761,07:22:05
156241.26,0.00556862,07:22:39
156241.26,0.0,07:23:12
156241.26,0.0,07:23:46
156241.26,0.0,07:24:19
156234.34,-0.00442905,07:24:53
156234.34,0.0,07:25:26
156224.37,-0.00638144,07:25:59
156224.37,0.0,07:26:33
156246.92,0.01443437,07:27:07
156246.92,0.0,07:27:40
156246.92,0.0,07:28:13
156249.96,0.00194564,07:28:47
156249.96,0.0,07:29:20
156249.97,6.4e-06,07:29:53
156249.97,0.0,07:30:27
156000.0,-0.15998083,07:31:00
155997.04,-0.00189744,07:31:34
155999.97,0.00187824,07:32:07
155999.97,0.0,07:32:41
155999.97,0.0,07:33:14
155996.95,-0.0019359,07:33:47
155996.95,0.0,07:34:21
155996.95,0.0,07:34:54
155996.99,2.564e-05,07:35:28
155996.99,0.0,07:36:01
154285.64,-1.0970404,07:36:35
155599.97,0.85188097,07:37:08
155599.97,0.0,07:37:41
155599.97,0.0,07:38:14
155599.96,-6.43e-06,07:38:48
154287.0,-0.84380484,07:39:21
156249.96,1.27227829,07:39:55
156249.96,0.0,07:40:28
156249.96,0.0,07:41:02
156249.96,0.0,07:41:35
156247.03,-0.0018752,07:42:09
156249.97,0.00188164,07:42:42
156246.99,-0.0019072,07:43:15
154287.05,-1.25438576,07:43:49
156249.96,1.27224547,07:44:22
156249.96,0.0,07:44:55
156249.96,0.0,07:45:29
156249.96,0.0,07:46:02
156249.94,-1.28e-05,07:46:36
156249.94,0.0,07:47:09
154287.0,-1.25628208,07:47:43
154287.0,0.0,07:48:16
154287.0,0.0,07:48:50
154287.0,0.0,07:49:23
154287.79,0.00051203,07:49:57
154288.04,0.00016203,07:50:30
154288.11,4.537e-05,07:51:04
154288.11,0.0,07:51:37
154288.19,5.185e-05,07:52:11
154288.19,0.0,07:52:44
154288.19,0.0,07:53:18
154288.19,0.0,07:53:51
154288.31,7.778e-05,07:54:24
156240.53,1.26530649,07:54:58
156240.53,0.0,07:55:32
156245.81,0.0033794,07:56:05
156245.81,0.0,07:56:39
156245.81,0.0,07:57:12
156245.81,0.0,07:57:46
156245.81,0.0,07:58:20
154289.57,-1.25202717,07:58:53
154289.57,0.0,07:59:27
154289.57,0.0,08:00:01
154289.57,0.0,08:00:34
154289.57,0.0,08:01:07
154324.35,0.02254203,08:01:41
156242.36,1.2428434,08:02:14
156242.36,0.0,08:02:48
156235.0,-0.00471063,08:03:21
156235.0,0.0,08:03:55
156235.0,0.0,08:04:29
156235.0,0.0,08:05:02
156232.0,-0.00192018,08:05:35
154340.2,-1.21089149,08:06:09
154340.2,0.0,08:06:43
154340.2,0.0,08:07:16
154340.2,0.0,08:07:50
156248.0,1.23610051,08:08:24
156248.0,0.0,08:08:57
156248.0,0.0,08:09:30
154403.01,-1.18080871,08:10:04
156246.31,1.19382388,08:10:38
154412.07,-1.17394132,08:11:11
156243.22,1.18588527,08:11:45
156243.22,0.0,08:12:18
156243.22,0.0,08:12:52
156243.22,0.0,08:13:25
156243.22,0.0,08:13:59
156243.22,0.0,08:14:33
156217.07,-0.01673673,08:15:06
