ltc_mxn,Porcentage,Time
2011.11,0.0,01:44:54
2011.11,0.0,01:45:28
2011.11,0.0,01:46:01
2013.0,0.09397795,01:46:34
2013.0,0.0,01:47:07
2013.0,0.0,01:47:41
2013.0,0.0,01:48:14
2013.0,0.0,01:48:48
2013.0,0.0,01:49:21
2013.0,0.0,01:49:54
2013.0,0.0,01:50:27
2013.0,0.0,01:51:01
2013.0,0.0,01:51:35
2013.0,0.0,01:52:08
2013.0,0.0,01:52:41
2013.0,0.0,01:53:14
2013.0,0.0,01:53:47
2013.0,0.0,01:54:21
2013.0,0.0,01:54:54
2013.0,0.0,01:55:27
2013.0,0.0,01:56:01
2013.0,0.0,01:56:34
2013.0,0.0,01:57:06
2013.0,0.0,01:57:40
2013.0,0.0,01:58:13
2013.0,0.0,01:58:46
2013.0,0.0,01:59:19
2013.0,0.0,01:59:54
2013.0,0.0,02:00:27
2013.0,0.0,02:01:01
2013.0,0.0,02:01:34
2013.0,0.0,02:02:08
2013.0,0.0,02:02:41
2013.0,0.0,02:03:15
2013.0,0.0,02:03:48
2013.0,0.0,02:04:21
2013.0,0.0,02:04:54
2013.0,0.0,02:05:28
2013.0,0.0,02:06:01
2013.0,0.0,02:06:34
2013.0,0.0,02:07:08
2013.0,0.0,02:07:42
2013.0,0.0,02:08:15
2013.0,0.0,02:08:48
2013.0,0.0,02:09:22
2013.0,0.0,02:09:55
2013.0,0.0,02:10:28
2013.0,0.0,02:11:02
2013.0,0.0,02:11:34
2064.97,2.58171883,02:12:08
2064.97,0.0,02:12:41
2064.97,0.0,02:13:15
2064.97,0.0,02:13:48
2064.97,0.0,02:14:25
2064.97,0.0,02:14:59
2064.97,0.0,02:15:32
2064.97,0.0,02:16:05
2064.97,0.0,02:16:38
2064.97,0.0,02:17:12
2064.97,0.0,02:17:45
2064.97,0.0,02:18:18
2064.97,0.0,02:18:51
2064.97,0.0,02:19:24
2064.97,0.0,02:19:57
2064.97,0.0,02:20:31
2064.97,0.0,02:21:04
2064.97,0.0,02:21:37
2064.97,0.0,02:22:11
2064.97,0.0,02:22:44
2064.97,0.0,02:23:17
2064.97,0.0,02:23:51
2064.97,0.0,02:24:24
2064.97,0.0,02:24:58
2064.97,0.0,02:25:31
2064.97,0.0,02:26:04
2064.97,0.0,02:26:37
2064.97,0.0,02:27:10
2064.97,0.0,02:27:44
2064.97,0.0,02:28:17
2064.97,0.0,02:28:50
2064.97,0.0,02:29:24
2064.97,0.0,02:29:57
2064.97,0.0,02:30:30
2064.97,0.0,02:31:04
2064.97,0.0,02:31:37
2064.97,0.0,02:32:10
2064.97,0.0,02:32:43
2064.97,0.0,02:33:17
2064.97,0.0,02:33:50
2064.97,0.0,02:34:23
2064.97,0.0,02:34:56
2065.0,0.00145281,02:35:30
2065.0,0.0,02:36:03
2065.0,0.0,02:36:37
2065.0,0.0,02:37:10
2065.0,0.0,02:37:42
2065.0,0.0,02:38:16
2065.0,0.0,02:38:49
2065.0,0.0,02:39:22
2065.0,0.0,02:39:56
2065.0,0.0,02:40:29
2065.0,0.0,02:41:03
2065.0,0.0,02:41:36
2065.0,0.0,02:42:09
2070.3,0.2566586,02:42:42
2070.31,0.00048302,02:43:16
2070.31,0.0,02:43:49
2070.3,-0.00048302,02:44:22
2070.3,0.0,02:44:55
2070.3,0.0,02:45:29
2070.3,0.0,02:46:02
2070.3,0.0,02:46:36
2070.3,0.0,02:47:09
2070.3,0.0,02:47:42
2031.33,-1.88233589,02:48:15
2031.33,0.0,02:48:49
2031.33,0.0,02:49:22
2031.33,0.0,02:49:55
2031.33,0.0,02:50:29
2031.33,0.0,02:51:02
2031.33,0.0,02:51:35
2031.33,0.0,02:52:08
2070.32,1.9194321,02:52:42
2070.32,0.0,02:53:15
2070.32,0.0,02:53:48
2070.32,0.0,02:54:21
2070.32,0.0,02:54:54
2070.31,-0.00048302,02:55:27
2070.31,0.0,02:56:01
2070.31,0.0,02:56:34
2070.31,0.0,02:57:07
2070.31,0.0,02:57:40
2070.31,0.0,02:58:14
2070.31,0.0,02:58:47
2070.31,0.0,02:59:20
2070.31,0.0,02:59:53
2070.31,0.0,03:00:26
2070.31,0.0,03:00:59
2070.31,0.0,03:01:32
2070.31,0.0,03:02:05
2070.31,0.0,03:02:39
2070.31,0.0,03:03:12
2070.31,0.0,03:03:46
2070.31,0.0,03:04:19
2070.31,0.0,03:04:53
2070.31,0.0,03:05:26
2070.31,0.0,03:05:58
2070.31,0.0,03:06:31
2070.31,0.0,03:07:05
2070.31,0.0,03:07:38
2070.31,0.0,03:08:11
2070.31,0.0,03:08:44
2070.31,0.0,03:09:17
2070.31,0.0,03:09:50
2070.31,0.0,03:10:23
2070.31,0.0,03:10:57
2070.31,0.0,03:11:30
2070.31,0.0,03:12:04
2070.31,0.0,03:12:37
2070.31,0.0,03:13:10
2070.31,0.0,03:13:44
2070.31,0.0,03:14:17
2070.31,0.0,03:14:50
2070.31,0.0,03:15:24
2070.31,0.0,03:15:57
2070.31,0.0,03:16:29
2070.31,0.0,03:17:02
2070.31,0.0,03:17:35
2070.31,0.0,03:18:09
2070.31,0.0,03:18:42
2070.31,0.0,03:19:15
2070.31,0.0,03:19:49
2070.31,0.0,03:20:22
2070.31,0.0,03:20:55
2070.31,0.0,03:21:27
2070.31,0.0,03:22:01
2070.31,0.0,03:22:34
2070.31,0.0,03:23:07
2070.31,0.0,03:23:40
2070.31,0.0,03:24:14
2070.31,0.0,03:24:47
2070.31,0.0,03:25:20
2070.31,0.0,03:25:54
2070.31,0.0,03:26:27
2070.31,0.0,03:27:00
2070.31,0.0,03:27:33
2070.31,0.0,03:28:07
2070.31,0.0,03:28:40
2070.31,0.0,03:29:13
2070.31,0.0,03:29:46
2070.31,0.0,03:30:19
2070.31,0.0,03:30:52
2070.31,0.0,03:31:25
2070.31,0.0,03:31:59
2070.31,0.0,03:32:32
2070.31,0.0,03:33:05
2070.31,0.0,03:33:39
2070.31,0.0,03:34:11
2070.31,0.0,03:34:45
2070.31,0.0,03:35:18
2070.31,0.0,03:35:52
2070.31,0.0,03:36:25
2070.31,0.0,03:36:59
2070.31,0.0,03:37:32
2070.31,0.0,03:38:06
2070.31,0.0,03:38:39
2070.31,0.0,03:39:12
2070.31,0.0,03:39:46
2070.31,0.0,03:40:19
2070.31,0.0,03:40:51
2070.31,0.0,03:41:24
2070.31,0.0,03:41:57
2070.31,0.0,03:42:31
2070.31,0.0,03:43:04
2070.31,0.0,03:43:37
2070.31,0.0,03:44:10
2070.31,0.0,03:44:43
2070.31,0.0,03:45:16
2070.31,0.0,03:45:49
2070.31,0.0,03:46:23
2070.31,0.0,03:46:56
2070.31,0.0,03:47:30
2070.31,0.0,03:48:03
2070.31,0.0,03:48:35
2070.31,0.0,03:49:08
2070.31,0.0,03:49:42
2070.28,-0.00144906,03:50:15
2070.28,0.0,03:50:49
2070.26,-0.00096605,03:51:23
2070.26,0.0,03:51:56
2070.26,0.0,03:52:28
2070.26,0.0,03:53:02
2019.57,-2.44848473,03:53:36
2019.57,0.0,03:54:09
2019.57,0.0,03:54:42
2020.0,0.02129166,03:55:15
2020.0,0.0,03:55:50
2020.0,0.0,03:56:23
2020.0,0.0,03:56:57
2020.0,0.0,03:57:30
2020.0,0.0,03:58:03
2020.0,0.0,03:58:37
2020.0,0.0,03:59:10
2020.0,0.0,03:59:44
2020.0,0.0,04:00:17
2020.0,0.0,04:00:50
2020.0,0.0,04:01:23
2020.0,0.0,04:01:56
2020.0,0.0,04:02:30
2020.0,0.0,04:03:03
2020.0,0.0,04:03:36
2020.0,0.0,04:04:09
2020.0,0.0,04:04:43
2020.0,0.0,04:05:17
2020.0,0.0,04:05:50
2020.0,0.0,04:06:23
2020.0,0.0,04:06:57
2020.0,0.0,04:07:30
2020.0,0.0,04:08:04
2020.0,0.0,04:08:37
2020.0,0.0,04:09:11
2020.0,0.0,04:09:44
2070.21,2.48564356,04:10:17
2070.21,0.0,04:10:51
2070.21,0.0,04:11:24
2070.21,0.0,04:11:58
2070.21,0.0,04:12:31
2070.21,0.0,04:13:05
2028.99,-1.99110235,04:13:38
2028.99,0.0,04:14:12
2028.99,0.0,04:14:45
2028.99,0.0,04:15:19
2028.99,0.0,04:15:52
2028.99,0.0,04:16:26
2028.99,0.0,04:16:59
2028.99,0.0,04:17:32
2028.99,0.0,04:18:06
2028.99,0.0,04:18:39
2028.99,0.0,04:19:13
2028.99,0.0,04:19:46
2028.99,0.0,04:20:19
2028.99,0.0,04:20:53
2028.99,0.0,04:21:26
2028.99,0.0,04:21:59
2070.24,2.03303121,04:22:32
2070.24,0.0,04:23:05
2070.24,0.0,04:23:38
2070.22,-0.00096607,04:24:12
2070.22,0.0,04:24:45
2070.22,0.0,04:25:19
2070.22,0.0,04:25:52
2070.22,0.0,04:26:25
2070.22,0.0,04:26:59
2070.22,0.0,04:27:38
2070.22,0.0,04:28:12
2070.22,0.0,04:28:45
2070.22,0.0,04:29:18
2070.22,0.0,04:29:51
2070.22,0.0,04:30:25
2070.22,0.0,04:30:58
2070.22,0.0,04:31:31
2070.22,0.0,04:32:05
2070.22,0.0,04:32:38
2070.22,0.0,04:33:11
2070.22,0.0,04:33:44
2070.22,0.0,04:34:18
2070.22,0.0,04:34:51
2070.22,0.0,04:35:24
2070.22,0.0,04:35:57
2070.22,0.0,04:36:30
2070.22,0.0,04:37:03
2070.22,0.0,04:37:36
2070.22,0.0,04:38:09
2070.22,0.0,04:38:42
2070.22,0.0,04:39:15
2070.22,0.0,04:39:49
2070.22,0.0,04:40:22
2070.22,0.0,04:40:55
2070.22,0.0,04:41:28
2070.22,0.0,04:42:02
2070.22,0.0,04:42:35
2070.22,0.0,04:43:09
2070.22,0.0,04:43:42
2070.22,0.0,04:44:15
2070.22,0.0,04:44:49
2070.22,0.0,04:45:22
2070.22,0.0,04:45:56
2070.22,0.0,04:46:29
2070.22,0.0,04:47:03
2070.22,0.0,04:47:36
2070.22,0.0,04:48:10
2070.22,0.0,04:48:43
2070.22,0.0,04:49:17
2070.22,0.0,04:49:50
2070.22,0.0,04:50:24
2070.22,0.0,04:50:57
2070.22,0.0,04:51:31
2070.22,0.0,04:52:04
2070.22,0.0,04:52:38
2070.22,0.0,04:53:12
2070.22,0.0,04:53:45
2070.22,0.0,04:54:19
2070.22,0.0,04:54:52
2070.22,0.0,04:55:26
2070.22,0.0,04:55:59
2070.22,0.0,04:56:33
2070.22,0.0,04:57:06
2070.22,0.0,04:57:40
2070.22,0.0,04:58:13
2070.22,0.0,04:58:47
2070.22,0.0,04:59:20
2070.22,0.0,04:59:54
2070.22,0.0,05:00:27
2070.22,0.0,05:01:01
2070.03,-0.00917777,05:01:34
2070.03,0.0,05:02:07
2070.03,0.0,05:02:40
2070.03,0.0,05:03:14
2070.03,0.0,05:03:47
2070.03,0.0,05:04:21
2070.03,0.0,05:04:54
2070.03,0.0,05:05:27
2070.03,0.0,05:06:00
2070.24,0.01014478,05:06:33
2070.28,0.00193214,05:07:06
2070.28,0.0,05:07:40
2070.28,0.0,05:08:13
2070.28,0.0,05:08:47
2070.28,0.0,05:09:20
2070.28,0.0,05:09:52
2070.28,0.0,05:10:26
2070.28,0.0,05:10:59
2070.28,0.0,05:11:32
2070.28,0.0,05:12:05
2070.28,0.0,05:12:39
2070.28,0.0,05:13:12
2070.28,0.0,05:13:45
2070.28,0.0,05:14:18
2070.28,0.0,05:14:51
2070.28,0.0,05:15:24
2070.28,0.0,05:15:57
2070.28,0.0,05:16:31
2070.28,0.0,05:17:04
2070.28,0.0,05:17:38
2070.28,0.0,05:18:10
2070.28,0.0,05:18:43
2070.28,0.0,05:19:17
2070.28,0.0,05:19:50
2070.28,0.0,05:20:23
2070.28,0.0,05:20:57
2070.28,0.0,05:21:30
2070.28,0.0,05:22:03
2070.28,0.0,05:22:37
2070.28,0.0,05:23:10
2070.28,0.0,05:23:44
2070.28,0.0,05:24:17
2070.28,0.0,05:24:50
2070.28,0.0,05:25:24
2070.28,0.0,05:25:57
2070.28,0.0,05:26:31
2070.28,0.0,05:27:04
2070.28,0.0,05:27:38
2070.32,0.00193211,05:28:11
2070.32,0.0,05:28:45
2075.0,0.22605201,05:29:18
2075.0,0.0,05:29:51
2075.0,0.0,05:30:24
2075.0,0.0,05:30:58
2075.0,0.0,05:31:31
2075.0,0.0,05:32:05
2075.0,0.0,05:32:38
2075.0,0.0,05:33:12
2075.0,0.0,05:33:45
2075.0,0.0,05:34:18
2075.0,0.0,05:34:52
2075.0,0.0,05:35:25
2075.0,0.0,05:35:59
2075.0,0.0,05:36:32
2075.0,0.0,05:37:06
2075.0,0.0,05:37:39
2075.0,0.0,05:38:13
2075.0,0.0,05:38:46
2075.0,0.0,05:39:20
2075.0,0.0,05:39:53
2075.0,0.0,05:40:27
2075.0,0.0,05:41:00
2075.0,0.0,05:41:34
2075.0,0.0,05:42:07
2075.0,0.0,05:42:41
2075.0,0.0,05:43:15
2075.0,0.0,05:43:48
2075.0,0.0,05:44:21
2075.0,0.0,05:44:55
2075.0,0.0,05:45:28
2075.0,0.0,05:46:02
2075.0,0.0,05:46:35
2075.0,0.0,05:47:08
2075.0,0.0,05:47:42
2094.95,0.96144578,05:48:15
2094.95,0.0,05:48:49
2094.95,0.0,05:49:22
2094.95,0.0,05:49:56
2094.95,0.0,05:50:29
2094.95,0.0,05:51:03
2094.95,0.0,05:51:36
2094.95,0.0,05:52:10
2094.95,0.0,05:52:43
2094.95,0.0,05:53:17
2094.95,0.0,05:53:50
2094.95,0.0,05:54:24
2094.95,0.0,05:54:57
2094.95,0.0,05:55:31
2094.95,0.0,05:56:04
2094.95,0.0,05:56:38
2095.0,0.00238669,05:57:11
2097.99,0.14272076,05:57:45
2097.99,0.0,05:58:18
2097.99,0.0,05:58:52
2097.99,0.0,05:59:25
2097.99,0.0,05:59:59
2097.99,0.0,06:00:32
2097.99,0.0,06:01:05
2097.99,0.0,06:01:38
2097.99,0.0,06:02:12
2097.99,0.0,06:02:46
2097.99,0.0,06:03:19
2097.99,0.0,06:03:53
2097.99,0.0,06:04:26
2097.94,-0.00238323,06:05:00
2097.94,0.0,06:05:34
2097.94,0.0,06:06:07
2097.94,0.0,06:06:41
2050.0,-2.28509872,06:07:14
2050.0,0.0,06:07:48
2050.0,0.0,06:08:21
2050.0,0.0,06:08:54
2050.0,0.0,06:09:27
2050.0,0.0,06:10:01
2050.0,0.0,06:10:34
2050.0,0.0,06:11:08
2098.0,2.34146341,06:11:41
2098.0,0.0,06:12:15
2098.0,0.0,06:12:49
2098.0,0.0,06:13:22
2098.0,0.0,06:13:56
2098.0,0.0,06:14:29
2098.0,0.0,06:15:03
2098.0,0.0,06:15:36
2098.0,0.0,06:16:09
2098.0,0.0,06:16:43
2098.0,0.0,06:17:16
2098.0,0.0,06:17:50
2098.0,0.0,06:18:23
2098.0,0.0,06:18:57
2098.0,0.0,06:19:32
2098.0,0.0,06:20:05
2098.0,0.0,06:20:39
2098.0,0.0,06:21:13
2098.0,0.0,06:21:46
2098.0,0.0,06:22:20
2098.0,0.0,06:22:53
2098.0,0.0,06:23:27
2098.0,0.0,06:24:00
2098.0,0.0,06:24:34
2098.0,0.0,06:25:08
2098.0,0.0,06:25:41
2098.0,0.0,06:26:14
2098.0,0.0,06:26:48
2098.0,0.0,06:27:22
2098.0,0.0,06:27:55
2098.0,0.0,06:28:29
2098.0,0.0,06:29:02
2098.0,0.0,06:29:36
2098.0,0.0,06:30:09
2098.0,0.0,06:30:43
2098.0,0.0,06:31:16
2098.0,0.0,06:31:50
2098.0,0.0,06:32:23
2098.0,0.0,06:32:57
2098.0,0.0,06:33:30
2098.0,0.0,06:34:04
2098.0,0.0,06:34:37
2098.0,0.0,06:35:10
2098.0,0.0,06:35:44
2098.0,0.0,06:36:17
2098.0,0.0,06:36:50
2098.0,0.0,06:37:24
2098.0,0.0,06:37:57
2098.0,0.0,06:38:31
2098.0,0.0,06:39:04
2098.0,0.0,06:39:38
2098.0,0.0,06:40:12
2098.0,0.0,06:40:45
2098.0,0.0,06:41:21
2098.0,0.0,06:41:55
2098.0,0.0,06:42:28
2098.0,0.0,06:43:02
2098.0,0.0,06:43:35
2098.0,0.0,06:44:09
2098.0,0.0,06:44:42
2098.0,0.0,06:45:16
2098.0,0.0,06:45:49
2098.0,0.0,06:46:23
2097.64,-0.0171592,06:46:56
2097.64,0.0,06:47:30
2097.64,0.0,06:48:03
2097.64,0.0,06:48:36
2097.64,0.0,06:49:10
2097.64,0.0,06:49:43
2097.64,0.0,06:50:17
2050.32,-2.2558685,06:50:50
2050.32,0.0,06:51:24
2050.32,0.0,06:51:57
2050.32,0.0,06:52:30
2050.32,0.0,06:53:04
2050.32,0.0,06:53:37
2050.32,0.0,06:54:11
2050.32,0.0,06:54:44
2050.32,0.0,06:55:18
2050.32,0.0,06:55:51
2050.32,0.0,06:56:25
2050.32,0.0,06:56:58
2093.4,2.10113543,06:57:31
2093.4,0.0,06:58:05
2093.4,0.0,06:58:39
2093.4,0.0,06:59:12
2054.09,-1.87780644,06:59:46
2054.09,0.0,07:00:19
2054.09,0.0,07:00:52
2054.09,0.0,07:01:26
2054.09,0.0,07:01:59
2054.09,0.0,07:02:33
2054.09,0.0,07:03:06
2054.09,0.0,07:03:40
2054.09,0.0,07:04:14
2054.09,0.0,07:04:47
2054.09,0.0,07:05:21
2054.23,0.00681567,07:05:55
2054.23,0.0,07:06:28
2054.23,0.0,07:07:02
2054.23,0.0,07:07:35
2054.23,0.0,07:08:09
2054.12,-0.0053548,07:08:41
2054.12,0.0,07:09:14
2054.12,0.0,07:09:48
2095.31,2.00523825,07:10:21
2095.15,-0.0076361,07:10:54
2095.15,0.0,07:11:27
2095.15,0.0,07:12:01
2095.15,0.0,07:12:34
2095.15,0.0,07:13:08
2095.15,0.0,07:13:41
2095.15,0.0,07:14:15
2095.15,0.0,07:14:49
2095.15,0.0,07:15:22
2095.15,0.0,07:15:56
2095.15,0.0,07:16:29
2095.15,0.0,07:17:04
2095.15,0.0,07:17:37
2095.15,0.0,07:18:11
2095.15,0.0,07:18:44
2095.15,0.0,07:19:18
2095.15,0.0,07:19:51
2095.15,0.0,07:20:25
2054.36,-1.94687731,07:20:58
2054.36,0.0,07:21:32
2054.36,0.0,07:22:05
2054.36,0.0,07:22:39
2054.36,0.0,07:23:12
2054.36,0.0,07:23:46
2054.52,0.00778831,07:24:19
2054.52,0.0,07:24:53
2054.52,0.0,07:25:26
2054.52,0.0,07:25:59
2054.52,0.0,07:26:33
2054.52,0.0,07:27:07
2054.52,0.0,07:27:40
2054.52,0.0,07:28:13
2054.52,0.0,07:28:47
2054.52,0.0,07:29:20
2054.52,0.0,07:29:53
2054.52,0.0,07:30:27
2054.52,0.0,07:31:00
2054.52,0.0,07:31:34
2054.52,0.0,07:32:07
2054.52,0.0,07:32:41
2054.52,0.0,07:33:14
2054.52,0.0,07:33:47
2054.52,0.0,07:34:21
2054.52,0.0,07:34:54
2054.52,0.0,07:35:28
2054.52,0.0,07:36:01
2054.52,0.0,07:36:35
2054.52,0.0,07:37:08
2054.52,0.0,07:37:41
2054.52,0.0,07:38:14
2054.52,0.0,07:38:48
2054.52,0.0,07:39:21
2054.52,0.0,07:39:55
2055.03,0.02482332,07:40:28
2055.03,0.0,07:41:02
2055.03,0.0,07:41:35
2055.04,0.00048661,07:42:09
2086.61,1.53622314,07:42:42
2086.61,0.0,07:43:15
2086.61,0.0,07:43:49
2086.61,0.0,07:44:22
2086.61,0.0,07:44:55
2086.61,0.0,07:45:29
2086.61,0.0,07:46:02
2050.0,-1.75452049,07:46:36
2050.0,0.0,07:47:09
2050.0,0.0,07:47:43
2050.0,0.0,07:48:16
2050.0,0.0,07:48:50
2050.0,0.0,07:49:23
2050.0,0.0,07:49:57
2050.0,0.0,07:50:30
2050.0,0.0,07:51:04
2037.0,-0.63414634,07:51:37
2037.0,0.0,07:52:11
2037.0,0.0,07:52:44
2037.0,0.0,07:53:18
2037.0,0.0,07:53:51
2037.0,0.0,07:54:24
2037.0,0.0,07:54:58
2037.0,0.0,07:55:32
2037.0,0.0,07:56:05
2054.98,0.88267059,07:56:39
2054.98,0.0,07:57:12
2054.98,0.0,07:57:46
2054.98,0.0,07:58:20
2054.98,0.0,07:58:53
2054.98,0.0,07:59:27
2054.98,0.0,08:00:01
2054.98,0.0,08:00:34
2054.98,0.0,08:01:07
2054.98,0.0,08:01:41
2020.09,-1.69782674,08:02:14
2020.09,0.0,08:02:48
2030.0,0.4905722,08:03:21
2030.0,0.0,08:03:55
2030.0,0.0,08:04:29
2030.0,0.0,08:05:02
2030.0,0.0,08:05:35
2030.0,0.0,08:06:09
2030.0,0.0,08:06:43
2030.0,0.0,08:07:16
2030.0,0.0,08:07:50
2030.0,0.0,08:08:24
2030.0,0.0,08:08:57
2030.0,0.0,08:09:30
2030.0,0.0,08:10:04
2030.0,0.0,08:10:38
2030.0,0.0,08:11:11
2030.0,0.0,08:11:45
2030.0,0.0,08:12:18
2030.0,0.0,08:12:52
2049.78,0.97438424,08:13:25
2049.78,0.0,08:13:59
2049.78,0.0,08:14:33
2049.78,0.0,08:15:06
2049.78,0.0,08:15:40
2049.78,0.0,08:16:13
2049.78,0.0,08:16:47
2049.78,0.0,08:17:20
2049.78,0.0,08:17:53
2049.78,0.0,08:18:27
2050.0,0.01073286,08:19:00
2050.0,0.0,08:19:34
2050.0,0.0,08:20:08
2050.0,0.0,08:20:41
2050.0,0.0,08:21:15
2050.0,0.0,08:21:48
2050.0,0.0,08:22:22
2049.84,-0.00780488,08:22:55
2050.0,0.00780549,08:23:29
2050.0,0.0,08:24:02
2050.0,0.0,08:24:36
2050.0,0.0,08:25:09
2049.84,-0.00780488,08:25:43
2049.84,0.0,08:26:16
2049.84,0.0,08:26:50
2050.0,0.00780549,08:27:24
2050.0,0.0,08:27:57
2050.0,0.0,08:28:31
2030.18,-0.96682927,08:29:04
2030.18,0.0,08:29:38
2050.0,0.97626811,08:30:11
2050.0,0.0,08:30:45
2050.0,0.0,08:31:18
