xrp_mxn,Porcentage,Time
7.99,0.0,01:34:22
7.99,0.0,01:34:55
7.99,0.0,01:35:28
7.99,0.0,01:36:01
7.99,0.0,01:36:33
7.99,0.0,01:37:07
7.87,-1.50187735,01:37:40
7.87,0.0,01:38:13
7.87,0.0,01:38:46
7.87,0.0,01:39:20
7.87,0.0,01:39:53
7.87,0.0,01:40:26
7.87,0.0,01:41:00
7.87,0.0,01:41:33
7.87,0.0,01:42:06
7.87,0.0,01:42:40
7.87,0.0,01:43:13
7.87,0.0,01:43:47
7.87,0.0,01:44:21
7.87,0.0,01:44:54
7.87,0.0,01:45:28
7.87,0.0,01:46:01
7.87,0.0,01:46:34
7.87,0.0,01:47:07
7.87,0.0,01:47:41
7.87,0.0,01:48:14
7.87,0.0,01:48:48
7.87,0.0,01:49:21
7.87,0.0,01:49:54
7.87,0.0,01:50:27
7.87,0.0,01:51:01
7.95,1.01651842,01:51:35
7.95,0.0,01:52:08
7.99,0.50314465,01:52:41
7.99,0.0,01:53:14
7.99,0.0,01:53:47
7.99,0.0,01:54:21
7.99,0.0,01:54:54
7.99,0.0,01:55:27
7.99,0.0,01:56:01
7.99,0.0,01:56:34
7.99,0.0,01:57:06
7.99,0.0,01:57:40
8.0,0.12515645,01:58:13
8.0,0.0,01:58:46
7.88,-1.5,01:59:19
7.88,0.0,01:59:54
8.0,1.52284264,02:00:27
8.0,0.0,02:01:01
8.0,0.0,02:01:34
8.0,0.0,02:02:08
8.0,0.0,02:02:41
8.0,0.0,02:03:15
8.0,0.0,02:03:48
8.0,0.0,02:04:21
8.0,0.0,02:04:54
8.0,0.0,02:05:28
8.0,0.0,02:06:01
8.0,0.0,02:06:34
8.0,0.0,02:07:08
8.0,0.0,02:07:42
8.0,0.0,02:08:15
8.0,0.0,02:08:48
8.0,0.0,02:09:22
8.0,0.0,02:09:55
8.0,0.0,02:10:28
8.0,0.0,02:11:02
8.0,0.0,02:11:34
8.0,0.0,02:12:08
8.0,0.0,02:12:41
8.01,0.125,02:13:15
8.01,0.0,02:13:48
8.01,0.0,02:14:25
8.01,0.0,02:14:59
8.01,0.0,02:15:32
8.01,0.0,02:16:05
8.01,0.0,02:16:38
8.01,0.0,02:17:12
8.01,0.0,02:17:45
8.01,0.0,02:18:18
8.01,0.0,02:18:51
8.01,0.0,02:19:24
8.01,0.0,02:19:57
8.01,0.0,02:20:31
8.01,0.0,02:21:04
8.01,0.0,02:21:37
8.01,0.0,02:22:11
8.01,0.0,02:22:44
8.01,0.0,02:23:17
8.01,0.0,02:23:51
8.01,0.0,02:24:24
8.01,0.0,02:24:58
8.01,0.0,02:25:31
8.01,0.0,02:26:04
8.01,0.0,02:26:37
8.01,0.0,02:27:10
8.01,0.0,02:27:44
8.01,0.0,02:28:17
8.01,0.0,02:28:50
8.01,0.0,02:29:24
8.01,0.0,02:29:57
8.01,0.0,02:30:30
8.01,0.0,02:31:04
8.01,0.0,02:31:37
8.01,0.0,02:32:10
8.01,0.0,02:32:43
8.01,0.0,02:33:17
8.01,0.0,02:33:50
8.01,0.0,02:34:23
8.01,0.0,02:34:56
8.01,0.0,02:35:30
8.01,0.0,02:36:03
8.01,0.0,02:36:37
8.01,0.0,02:37:10
8.01,0.0,02:37:42
8.01,0.0,02:38:16
8.01,0.0,02:38:49
8.01,0.0,02:39:22
8.01,0.0,02:39:56
8.01,0.0,02:40:29
8.01,0.0,02:41:03
8.01,0.0,02:41:36
8.01,0.0,02:42:09
8.01,0.0,02:42:42
8.01,0.0,02:43:16
8.01,0.0,02:43:49
8.01,0.0,02:44:22
8.01,0.0,02:44:55
8.01,0.0,02:45:29
8.01,0.0,02:46:02
8.01,0.0,02:46:36
8.01,0.0,02:47:09
8.01,0.0,02:47:42
8.01,0.0,02:48:15
8.01,0.0,02:48:49
8.01,0.0,02:49:22
8.01,0.0,02:49:55
8.01,0.0,02:50:29
8.01,0.0,02:51:02
8.01,0.0,02:51:35
8.01,0.0,02:52:08
8.01,0.0,02:52:42
8.01,0.0,02:53:15
8.01,0.0,02:53:48
8.01,0.0,02:54:21
8.01,0.0,02:54:54
8.01,0.0,02:55:27
8.01,0.0,02:56:01
8.01,0.0,02:56:34
8.01,0.0,02:57:07
8.01,0.0,02:57:40
8.01,0.0,02:58:14
8.01,0.0,02:58:47
8.01,0.0,02:59:20
8.01,0.0,02:59:53
8.01,0.0,03:00:26
8.01,0.0,03:00:59
8.01,0.0,03:01:32
8.01,0.0,03:02:05
8.01,0.0,03:02:39
8.01,0.0,03:03:12
8.01,0.0,03:03:46
8.01,0.0,03:04:19
8.01,0.0,03:04:53
8.01,0.0,03:05:26
8.01,0.0,03:05:58
8.01,0.0,03:06:31
8.01,0.0,03:07:05
8.01,0.0,03:07:38
8.01,0.0,03:08:11
8.01,0.0,03:08:44
8.01,0.0,03:09:17
8.01,0.0,03:09:50
8.01,0.0,03:10:23
8.01,0.0,03:10:57
8.01,0.0,03:11:30
8.01,0.0,03:12:04
8.01,0.0,03:12:37
8.01,0.0,03:13:10
8.01,0.0,03:13:44
8.01,0.0,03:14:17
8.01,0.0,03:14:50
8.01,0.0,03:15:24
8.01,0.0,03:15:57
8.01,0.0,03:16:29
8.01,0.0,03:17:02
8.01,0.0,03:17:35
8.01,0.0,03:18:09
8.01,0.0,03:18:42
8.01,0.0,03:19:15
8.01,0.0,03:19:49
8.01,0.0,03:20:22
8.01,0.0,03:20:55
8.01,0.0,03:21:27
8.01,0.0,03:22:01
8.01,0.0,03:22:34
8.01,0.0,03:23:07
8.01,0.0,03:23:40
8.01,0.0,03:24:14
8.01,0.0,03:24:47
8.01,0.0,03:25:20
8.01,0.0,03:25:54
8.01,0.0,03:26:27
8.01,0.0,03:27:00
8.01,0.0,03:27:33
8.01,0.0,03:28:07
8.01,0.0,03:28:40
8.01,0.0,03:29:13
8.01,0.0,03:29:46
8.01,0.0,03:30:19
8.01,0.0,03:30:52
8.01,0.0,03:31:25
8.01,0.0,03:31:59
8.01,0.0,03:32:32
8.01,0.0,03:33:05
8.01,0.0,03:33:39
8.01,0.0,03:34:11
8.01,0.0,03:34:45
8.01,0.0,03:35:18
8.01,0.0,03:35:52
8.01,0.0,03:36:25
8.01,0.0,03:36:59
8.01,0.0,03:37:32
8.01,0.0,03:38:06
8.01,0.0,03:38:39
8.01,0.0,03:39:12
8.01,0.0,03:39:46
8.01,0.0,03:40:19
8.01,0.0,03:40:51
8.01,0.0,03:41:24
8.01,0.0,03:41:57
8.01,0.0,03:42:31
8.01,0.0,03:43:04
8.01,0.0,03:43:37
8.01,0.0,03:44:10
8.01,0.0,03:44:43
8.01,0.0,03:45:16
8.01,0.0,03:45:49
8.01,0.0,03:46:23
8.01,0.0,03:46:56
8.01,0.0,03:47:30
8.01,0.0,03:48:03
8.01,0.0,03:48:35
8.01,0.0,03:49:08
8.01,0.0,03:49:42
8.01,0.0,03:50:15
8.01,0.0,03:50:49
8.01,0.0,03:51:23
8.01,0.0,03:51:56
8.01,0.0,03:52:28
8.01,0.0,03:53:02
8.0,-0.12484395,03:53:36
8.0,0.0,03:54:09
8.0,0.0,03:54:42
8.0,0.0,03:55:15
8.0,0.0,03:55:50
8.0,0.0,03:56:23
8.0,0.0,03:56:57
8.0,0.0,03:57:30
8.0,0.0,03:58:03
8.0,0.0,03:58:37
8.0,0.0,03:59:10
7.92,-1.0,03:59:44
7.92,0.0,04:00:17
7.92,0.0,04:00:50
7.92,0.0,04:01:23
7.92,0.0,04:01:56
7.92,0.0,04:02:30
7.92,0.0,04:03:03
7.92,0.0,04:03:36
7.92,0.0,04:04:09
7.92,0.0,04:04:43
7.92,0.0,04:05:17
7.92,0.0,04:05:50
7.92,0.0,04:06:23
7.92,0.0,04:06:57
7.92,0.0,04:07:30
7.92,0.0,04:08:04
7.92,0.0,04:08:37
7.92,0.0,04:09:11
7.92,0.0,04:09:44
7.92,0.0,04:10:17
7.92,0.0,04:10:51
7.92,0.0,04:11:24
7.92,0.0,04:11:58
7.92,0.0,04:12:31
7.92,0.0,04:13:05
7.92,0.0,04:13:38
7.92,0.0,04:14:12
7.92,0.0,04:14:45
7.92,0.0,04:15:19
7.92,0.0,04:15:52
8.0,1.01010101,04:16:26
8.0,0.0,04:16:59
8.0,0.0,04:17:32
8.0,0.0,04:18:06
8.0,0.0,04:18:39
8.01,0.125,04:19:13
8.01,0.0,04:19:46
8.01,0.0,04:20:19
8.01,0.0,04:20:53
8.0,-0.12484395,04:21:26
8.0,0.0,04:21:59
7.92,-1.0,04:22:32
7.92,0.0,04:23:05
7.92,0.0,04:23:38
7.92,0.0,04:24:12
7.92,0.0,04:24:45
7.92,0.0,04:25:19
7.92,0.0,04:25:52
7.92,0.0,04:26:25
7.92,0.0,04:26:59
7.92,0.0,04:27:38
7.92,0.0,04:28:12
8.0,1.01010101,04:28:45
8.0,0.0,04:29:18
7.92,-1.0,04:29:51
7.92,0.0,04:30:25
7.92,0.0,04:30:58
7.92,0.0,04:31:31
7.92,0.0,04:32:05
7.92,0.0,04:32:38
7.92,0.0,04:33:11
7.92,0.0,04:33:44
7.92,0.0,04:34:18
7.92,0.0,04:34:51
7.92,0.0,04:35:24
7.92,0.0,04:35:57
7.92,0.0,04:36:30
7.92,0.0,04:37:03
7.92,0.0,04:37:36
8.0,1.01010101,04:38:09
8.0,0.0,04:38:42
8.0,0.0,04:39:15
8.0,0.0,04:39:49
8.0,0.0,04:40:22
8.0,0.0,04:40:55
8.0,0.0,04:41:28
8.0,0.0,04:42:02
8.0,0.0,04:42:35
8.0,0.0,04:43:09
8.0,0.0,04:43:42
8.0,0.0,04:44:15
8.0,0.0,04:44:49
8.0,0.0,04:45:22
8.0,0.0,04:45:56
8.0,0.0,04:46:29
8.0,0.0,04:47:03
8.0,0.0,04:47:36
8.0,0.0,04:48:10
8.0,0.0,04:48:43
8.0,0.0,04:49:17
8.0,0.0,04:49:50
8.0,0.0,04:50:24
8.0,0.0,04:50:57
8.0,0.0,04:51:31
8.0,0.0,04:52:04
8.0,0.0,04:52:38
8.0,0.0,04:53:12
8.0,0.0,04:53:45
8.0,0.0,04:54:19
8.0,0.0,04:54:52
8.0,0.0,04:55:26
8.0,0.0,04:55:59
8.0,0.0,04:56:33
8.0,0.0,04:57:06
8.0,0.0,04:57:40
8.0,0.0,04:58:13
8.0,0.0,04:58:47
8.0,0.0,04:59:20
8.0,0.0,04:59:54
8.0,0.0,05:00:27
8.0,0.0,05:01:01
8.0,0.0,05:01:34
8.0,0.0,05:02:07
8.0,0.0,05:02:40
8.0,0.0,05:03:14
8.0,0.0,05:03:47
8.0,0.0,05:04:21
8.0,0.0,05:04:54
8.0,0.0,05:05:27
8.0,0.0,05:06:00
8.0,0.0,05:06:33
8.01,0.125,05:07:06
8.01,0.0,05:07:40
8.01,0.0,05:08:13
8.01,0.0,05:08:47
8.01,0.0,05:09:20
8.01,0.0,05:09:52
8.01,0.0,05:10:26
8.01,0.0,05:10:59
8.01,0.0,05:11:32
8.01,0.0,05:12:05
8.01,0.0,05:12:39
8.01,0.0,05:13:12
8.01,0.0,05:13:45
8.01,0.0,05:14:18
8.01,0.0,05:14:51
8.01,0.0,05:15:24
8.01,0.0,05:15:57
8.01,0.0,05:16:31
8.01,0.0,05:17:04
8.01,0.0,05:17:38
8.01,0.0,05:18:10
8.01,0.0,05:18:43
8.01,0.0,05:19:17
8.01,0.0,05:19:50
8.01,0.0,05:20:23
8.01,0.0,05:20:57
8.01,0.0,05:21:30
8.0,-0.12484395,05:22:03
8.0,0.0,05:22:37
8.0,0.0,05:23:10
8.0,0.0,05:23:44
8.0,0.0,05:24:17
8.0,0.0,05:24:50
8.0,0.0,05:25:24
8.0,0.0,05:25:57
8.0,0.0,05:26:31
8.0,0.0,05:27:04
8.0,0.0,05:27:38
8.0,0.0,05:28:11
8.0,0.0,05:28:45
8.0,0.0,05:29:18
8.0,0.0,05:29:51
8.0,0.0,05:30:24
8.0,0.0,05:30:58
8.0,0.0,05:31:31
8.0,0.0,05:32:05
8.0,0.0,05:32:38
8.0,0.0,05:33:12
8.0,0.0,05:33:45
8.0,0.0,05:34:18
8.0,0.0,05:34:52
8.0,0.0,05:35:25
8.0,0.0,05:35:59
8.0,0.0,05:36:32
8.0,0.0,05:37:06
8.0,0.0,05:37:39
8.0,0.0,05:38:13
8.0,0.0,05:38:46
8.0,0.0,05:39:20
8.0,0.0,05:39:53
8.0,0.0,05:40:27
8.0,0.0,05:41:00
8.0,0.0,05:41:34
8.0,0.0,05:42:07
8.0,0.0,05:42:41
8.0,0.0,05:43:15
8.0,0.0,05:43:48
8.01,0.125,05:44:21
8.01,0.0,05:44:55
8.01,0.0,05:45:28
8.01,0.0,05:46:02
8.01,0.0,05:46:35
8.0,-0.12484395,05:47:08
8.0,0.0,05:47:42
8.0,0.0,05:48:15
8.0,0.0,05:48:49
8.0,0.0,05:49:22
8.0,0.0,05:49:56
8.0,0.0,05:50:29
8.0,0.0,05:51:03
8.0,0.0,05:51:36
8.0,0.0,05:52:10
8.0,0.0,05:52:43
8.0,0.0,05:53:17
8.0,0.0,05:53:50
8.0,0.0,05:54:24
8.0,0.0,05:54:57
8.0,0.0,05:55:31
8.0,0.0,05:56:04
8.0,0.0,05:56:38
7.95,-0.625,05:57:11
7.95,0.0,05:57:45
7.95,0.0,05:58:18
7.95,0.0,05:58:52
7.95,0.0,05:59:25
7.95,0.0,05:59:59
7.95,0.0,06:00:32
7.95,0.0,06:01:05
7.95,0.0,06:01:38
7.95,0.0,06:02:12
7.95,0.0,06:02:46
7.95,0.0,06:03:19
7.95,0.0,06:03:53
7.95,0.0,06:04:26
7.95,0.0,06:05:00
8.0,0.62893082,06:05:34
8.0,0.0,06:06:07
8.0,0.0,06:06:41
8.0,0.0,06:07:14
8.0,0.0,06:07:48
8.0,0.0,06:08:21
8.0,0.0,06:08:54
8.0,0.0,06:09:27
8.0,0.0,06:10:01
8.0,0.0,06:10:34
8.0,0.0,06:11:08
8.0,0.0,06:11:41
8.0,0.0,06:12:15
8.0,0.0,06:12:49
8.0,0.0,06:13:22
8.0,0.0,06:13:56
8.0,0.0,06:14:29
8.0,0.0,06:15:03
8.0,0.0,06:15:36
8.0,0.0,06:16:09
8.0,0.0,06:16:43
8.0,0.0,06:17:16
8.0,0.0,06:17:50
8.0,0.0,06:18:23
8.0,0.0,06:18:57
8.0,0.0,06:19:32
8.0,0.0,06:20:05
8.0,0.0,06:20:39
8.0,0.0,06:21:13
8.0,0.0,06:21:46
8.0,0.0,06:22:20
8.0,0.0,06:22:53
8.0,0.0,06:23:27
8.0,0.0,06:24:00
8.0,0.0,06:24:34
8.0,0.0,06:25:08
8.0,0.0,06:25:41
8.0,0.0,06:26:14
8.0,0.0,06:26:48
8.0,0.0,06:27:22
8.0,0.0,06:27:55
8.0,0.0,06:28:29
8.0,0.0,06:29:02
8.0,0.0,06:29:36
8.0,0.0,06:30:09
8.0,0.0,06:30:43
8.0,0.0,06:31:16
8.0,0.0,06:31:50
8.0,0.0,06:32:23
8.0,0.0,06:32:57
8.0,0.0,06:33:30
8.0,0.0,06:34:04
8.0,0.0,06:34:37
8.0,0.0,06:35:10
8.0,0.0,06:35:44
8.0,0.0,06:36:17
8.0,0.0,06:36:50
8.0,0.0,06:37:24
8.0,0.0,06:37:57
8.0,0.0,06:38:31
8.0,0.0,06:39:04
8.0,0.0,06:39:38
8.0,0.0,06:40:12
8.0,0.0,06:40:45
8.0,0.0,06:41:21
8.0,0.0,06:41:55
8.0,0.0,06:42:28
8.0,0.0,06:43:02
8.0,0.0,06:43:35
8.0,0.0,06:44:09
8.0,0.0,06:44:42
8.0,0.0,06:45:16
8.0,0.0,06:45:49
8.0,0.0,06:46:23
8.0,0.0,06:46:56
8.0,0.0,06:47:30
8.0,0.0,06:48:03
8.0,0.0,06:48:36
8.0,0.0,06:49:10
7.96,-0.5,06:49:43
7.96,0.0,06:50:17
7.96,0.0,06:50:50
7.96,0.0,06:51:24
7.96,0.0,06:51:57
7.96,0.0,06:52:30
7.96,0.0,06:53:04
7.96,0.0,06:53:37
7.96,0.0,06:54:11
7.96,0.0,06:54:44
8.0,0.50251256,06:55:18
8.0,0.0,06:55:51
8.0,0.0,06:56:25
8.0,0.0,06:56:58
8.0,0.0,06:57:31
8.0,0.0,06:58:05
8.0,0.0,06:58:39
8.0,0.0,06:59:12
8.0,0.0,06:59:46
8.0,0.0,07:00:19
8.0,0.0,07:00:52
8.0,0.0,07:01:26
8.0,0.0,07:01:59
8.0,0.0,07:02:33
8.0,0.0,07:03:06
8.0,0.0,07:03:40
8.0,0.0,07:04:14
8.0,0.0,07:04:47
8.0,0.0,07:05:21
8.0,0.0,07:05:55
8.0,0.0,07:06:28
8.0,0.0,07:07:02
8.0,0.0,07:07:35
8.0,0.0,07:08:09
8.05,0.625,07:08:41
8.05,0.0,07:09:14
8.05,0.0,07:09:48
8.05,0.0,07:10:21
8.05,0.0,07:10:54
8.05,0.0,07:11:27
8.05,0.0,07:12:01
8.05,0.0,07:12:34
8.05,0.0,07:13:08
8.05,0.0,07:13:41
8.05,0.0,07:14:15
8.05,0.0,07:14:49
7.96,-1.11801242,07:15:22
7.96,0.0,07:15:56
8.0,0.50251256,07:16:29
8.0,0.0,07:17:04
8.0,0.0,07:17:37
8.0,0.0,07:18:11
8.0,0.0,07:18:44
8.0,0.0,07:19:18
8.0,0.0,07:19:51
8.0,0.0,07:20:25
8.0,0.0,07:20:58
8.0,0.0,07:21:32
8.0,0.0,07:22:05
7.96,-0.5,07:22:39
7.96,0.0,07:23:12
8.0,0.50251256,07:23:46
8.0,0.0,07:24:19
8.0,0.0,07:24:53
8.0,0.0,07:25:26
8.0,0.0,07:25:59
8.0,0.0,07:26:33
8.0,0.0,07:27:07
8.0,0.0,07:27:40
8.0,0.0,07:28:13
8.0,0.0,07:28:47
8.0,0.0,07:29:20
8.0,0.0,07:29:53
8.0,0.0,07:30:27
8.0,0.0,07:31:00
8.0,0.0,07:31:34
8.0,0.0,07:32:07
8.0,0.0,07:32:41
8.0,0.0,07:33:14
8.0,0.0,07:33:47
8.05,0.625,07:34:21
8.05,0.0,07:34:54
8.05,0.0,07:35:28
8.05,0.0,07:36:01
8.05,0.0,07:36:35
8.05,0.0,07:37:08
8.05,0.0,07:37:41
8.0,-0.62111801,07:38:14
7.97,-0.375,07:38:48
7.97,0.0,07:39:21
7.97,0.0,07:39:55
7.97,0.0,07:40:28
8.0,0.37641154,07:41:02
8.0,0.0,07:41:35
8.0,0.0,07:42:09
8.04,0.5,07:42:42
8.04,0.0,07:43:15
8.04,0.0,07:43:49
8.0,-0.49751244,07:44:22
8.0,0.0,07:44:55
8.0,0.0,07:45:29
8.0,0.0,07:46:02
8.0,0.0,07:46:36
8.0,0.0,07:47:09
8.03,0.375,07:47:43
8.0,-0.373599,07:48:16
8.03,0.375,07:48:50
8.03,0.0,07:49:23
8.03,0.0,07:49:57
8.03,0.0,07:50:30
8.03,0.0,07:51:04
8.03,0.0,07:51:37
8.03,0.0,07:52:11
8.03,0.0,07:52:44
8.03,0.0,07:53:18
8.03,0.0,07:53:51
8.03,0.0,07:54:24
8.03,0.0,07:54:58
7.92,-1.36986301,07:55:32
7.92,0.0,07:56:05
7.92,0.0,07:56:39
7.92,0.0,07:57:12
8.0,1.01010101,07:57:46
8.0,0.0,07:58:20
8.0,0.0,07:58:53
8.0,0.0,07:59:27
8.0,0.0,08:00:01
8.0,0.0,08:00:34
8.0,0.0,08:01:07
8.0,0.0,08:01:41
8.0,0.0,08:02:14
7.92,-1.0,08:02:48
7.92,0.0,08:03:21
7.92,0.0,08:03:55
7.92,0.0,08:04:29
7.92,0.0,08:05:02
7.92,0.0,08:05:35
7.92,0.0,08:06:09
7.92,0.0,08:06:43
7.92,0.0,08:07:16
7.92,0.0,08:07:50
7.92,0.0,08:08:24
7.92,0.0,08:08:57
7.95,0.37878788,08:09:30
7.95,0.0,08:10:04
7.95,0.0,08:10:38
7.95,0.0,08:11:11
7.95,0.0,08:11:45
7.95,0.0,08:12:18
7.95,0.0,08:12:52
7.95,0.0,08:13:25
7.95,0.0,08:13:59
7.95,0.0,08:14:33
7.95,0.0,08:15:06
7.95,0.0,08:15:40
8.0,0.62893082,08:16:13
8.0,0.0,08:16:47
8.0,0.0,08:17:20
8.05,0.625,08:17:53
8.05,0.0,08:18:27
8.05,0.0,08:19:00
8.05,0.0,08:19:34
8.05,0.0,08:20:08
8.05,0.0,08:20:41
7.92,-1.61490683,08:21:15
7.92,0.0,08:21:48
7.92,0.0,08:22:22
7.92,0.0,08:22:55
7.92,0.0,08:23:29
7.92,0.0,08:24:02
7.92,0.0,08:24:36
7.92,0.0,08:25:09
7.92,0.0,08:25:43
8.0,1.01010101,08:26:16
8.0,0.0,08:26:50
8.0,0.0,08:27:24
8.0,0.0,08:27:57
8.0,0.0,08:28:31
8.0,0.0,08:29:04
8.0,0.0,08:29:38
8.0,0.0,08:30:11
8.0,0.0,08:30:45
8.0,0.0,08:31:18
8.0,0.0,08:31:52
8.0,0.0,08:32:26
8.0,0.0,08:32:59
7.93,-0.875,08:33:33
7.93,0.0,08:34:06
7.93,0.0,08:34:39
7.99,0.75662043,08:35:13
7.99,0.0,08:35:46
7.99,0.0,08:36:20
7.99,0.0,08:36:53
7.99,0.0,08:37:27
7.99,0.0,08:38:01
7.99,0.0,08:38:34
7.98,-0.12515645,08:39:08
7.98,0.0,08:39:41
7.98,0.0,08:40:15
7.98,0.0,08:40:48
7.98,0.0,08:41:22
7.98,0.0,08:41:55
7.98,0.0,08:42:29
7.98,0.0,08:43:02
7.98,0.0,08:43:36
7.97,-0.12531328,08:44:09
7.93,-0.50188206,08:44:43
7.93,0.0,08:45:16
7.99,0.75662043,08:45:50
7.99,0.0,08:46:23
7.99,0.0,08:46:57
7.99,0.0,08:47:30
7.99,0.0,08:48:04
7.99,0.0,08:48:37
7.99,0.0,08:49:11
7.99,0.0,08:49:44
7.94,-0.62578223,08:50:18
7.93,-0.12594458,08:50:51
7.93,0.0,08:51:25
7.93,0.0,08:51:58
7.93,0.0,08:52:32
7.98,0.63051702,08:53:05
7.92,-0.7518797,08:53:39
7.97,0.63131313,08:54:12
7.97,0.0,08:54:46
7.91,-0.75282309,08:55:23
7.91,0.0,08:55:56
7.91,0.0,08:56:30
7.9,-0.12642225,08:57:04
7.96,0.75949367,08:57:37
7.96,0.0,08:58:10
7.96,0.0,08:58:44
7.96,0.0,08:59:18
7.96,0.0,08:59:52
7.96,0.0,09:00:25
7.96,0.0,09:00:59
7.96,0.0,09:01:32
7.96,0.0,09:02:06
7.96,0.0,09:02:39
7.96,0.0,09:03:13
7.93,-0.37688442,09:03:46
7.94,0.1261034,09:04:20
7.95,0.12594458,09:04:53
7.95,0.0,09:05:27
7.95,0.0,09:06:00
7.95,0.0,09:06:34
7.95,0.0,09:07:07
