bch_mxn,Porcentage,Time
7781.19,0.0,00:38:59
7777.85,-0.04292403,00:39:32
7777.85,0.0,00:40:05
7777.85,0.0,00:40:39
7777.85,0.0,00:41:12
7777.85,0.0,00:41:45
7777.85,0.0,00:42:18
7777.87,0.00025714,00:42:52
7777.87,0.0,00:43:25
7777.87,0.0,00:43:58
7777.87,0.0,00:44:31
7942.57,2.11754632,00:45:04
7778.0,-2.07199937,00:45:37
7778.0,0.0,00:46:11
7778.0,0.0,00:46:44
7778.0,0.0,00:47:17
7778.0,0.0,00:47:50
7777.77,-0.00295706,00:48:23
7777.77,0.0,00:48:57
7777.77,0.0,00:49:30
7777.77,0.0,00:50:03
7777.77,0.0,00:50:37
7777.8,0.00038571,00:51:10
7777.8,0.0,00:51:43
7777.8,0.0,00:52:16
7777.8,0.0,00:52:49
7777.8,0.0,00:53:22
7777.81,0.00012857,00:53:55
7777.77,-0.00051428,00:54:28
7777.77,0.0,00:55:02
7777.77,0.0,00:55:35
7777.77,0.0,00:56:08
7777.77,0.0,00:56:42
7777.77,0.0,00:57:15
7777.77,0.0,00:57:49
7777.77,0.0,00:58:22
7800.0,0.28581457,00:58:55
7777.77,-0.285,00:59:28
7777.77,0.0,01:00:01
7830.0,0.67152924,01:00:34
7830.0,0.0,01:01:08
7830.0,0.0,01:01:41
7830.0,0.0,01:02:13
7777.77,-0.66704981,01:02:47
7777.77,0.0,01:03:20
7777.77,0.0,01:03:53
7777.77,0.0,01:04:26
7777.77,0.0,01:05:00
7777.77,0.0,01:05:33
7777.77,0.0,01:06:07
7777.77,0.0,01:06:40
7777.77,0.0,01:07:14
7777.77,0.0,01:07:47
7777.77,0.0,01:08:20
7777.77,0.0,01:08:53
7830.0,0.67152924,01:09:27
7830.0,0.0,01:10:00
7830.0,0.0,01:10:34
7777.77,-0.66704981,01:11:07
7777.77,0.0,01:11:40
7777.77,0.0,01:12:13
7777.77,0.0,01:12:47
7777.77,0.0,01:13:20
7735.09,-0.54874341,01:13:53
7735.09,0.0,01:14:27
7735.09,0.0,01:15:00
7735.09,0.0,01:15:33
7735.09,0.0,01:16:06
7735.09,0.0,01:16:39
7735.09,0.0,01:17:13
7735.09,0.0,01:17:46
7735.09,0.0,01:18:19
7735.98,0.01150601,01:18:53
7735.98,0.0,01:19:26
7735.98,0.0,01:19:59
7735.98,0.0,01:20:32
7735.98,0.0,01:21:06
7735.98,0.0,01:21:39
7735.98,0.0,01:22:12
7735.98,0.0,01:22:46
7735.98,0.0,01:23:20
7735.98,0.0,01:23:52
7735.98,0.0,01:24:26
7735.98,0.0,01:24:59
7735.98,0.0,01:25:32
7735.98,0.0,01:26:05
7731.79,-0.0541625,01:26:39
7731.79,0.0,01:27:11
7731.79,0.0,01:27:45
7731.79,0.0,01:28:18
7731.79,0.0,01:28:51
7731.79,0.0,01:29:23
7731.04,-0.00970021,01:29:57
7731.04,0.0,01:30:30
7731.04,0.0,01:31:03
7731.04,0.0,01:31:37
7731.04,0.0,01:32:10
7707.84,-0.30008899,01:32:43
7707.84,0.0,01:33:16
7707.84,0.0,01:33:49
7707.84,0.0,01:34:22
7707.84,0.0,01:34:55
7707.84,0.0,01:35:28
7707.84,0.0,01:36:01
7707.84,0.0,01:36:33
7707.84,0.0,01:37:07
7707.84,0.0,01:37:40
7707.84,0.0,01:38:13
7707.84,0.0,01:38:46
7707.84,0.0,01:39:20
7707.84,0.0,01:39:53
7707.84,0.0,01:40:26
7707.84,0.0,01:41:00
7707.84,0.0,01:41:33
7707.84,0.0,01:42:06
7707.84,0.0,01:42:40
7707.84,0.0,01:43:13
7711.71,0.05020862,01:43:47
7711.71,0.0,01:44:21
7711.71,0.0,01:44:54
7711.71,0.0,01:45:28
7711.71,0.0,01:46:01
7711.71,0.0,01:46:34
7711.71,0.0,01:47:07
7711.71,0.0,01:47:41
7711.71,0.0,01:48:14
7711.71,0.0,01:48:48
7711.71,0.0,01:49:21
7711.71,0.0,01:49:54
7711.71,0.0,01:50:27
7711.71,0.0,01:51:01
7711.71,0.0,01:51:35
7711.71,0.0,01:52:08
7711.71,0.0,01:52:41
7711.71,0.0,01:53:14
7711.71,0.0,01:53:47
7711.71,0.0,01:54:21
7711.71,0.0,01:54:54
7711.71,0.0,01:55:27
7711.71,0.0,01:56:01
7711.71,0.0,01:56:34
7711.71,0.0,01:57:06
7711.71,0.0,01:57:40
7711.71,0.0,01:58:13
7711.71,0.0,01:58:46
7711.71,0.0,01:59:19
7711.71,0.0,01:59:54
7711.71,0.0,02:00:27
7711.71,0.0,02:01:01
7711.71,0.0,02:01:34
7711.71,0.0,02:02:08
7711.71,0.0,02:02:41
7711.71,0.0,02:03:15
7711.71,0.0,02:03:48
7711.71,0.0,02:04:21
7711.71,0.0,02:04:54
7711.71,0.0,02:05:28
7711.71,0.0,02:06:01
7711.71,0.0,02:06:34
7711.71,0.0,02:07:08
7711.71,0.0,02:07:42
7711.71,0.0,02:08:15
7711.71,0.0,02:08:48
7711.71,0.0,02:09:22
7711.71,0.0,02:09:55
7711.71,0.0,02:10:28
7711.71,0.0,02:11:02
7711.71,0.0,02:11:34
7711.71,0.0,02:12:08
7711.71,0.0,02:12:41
7711.71,0.0,02:13:15
7711.71,0.0,02:13:48
7711.71,0.0,02:14:25
7711.71,0.0,02:14:59
7711.71,0.0,02:15:32
7711.71,0.0,02:16:05
7711.71,0.0,02:16:38
7711.71,0.0,02:17:12
7711.71,0.0,02:17:45
7711.71,0.0,02:18:18
7711.71,0.0,02:18:51
7711.71,0.0,02:19:24
7711.71,0.0,02:19:57
7711.71,0.0,02:20:31
7711.71,0.0,02:21:04
7711.71,0.0,02:21:37
7711.71,0.0,02:22:11
7711.71,0.0,02:22:44
7711.71,0.0,02:23:17
7900.03,2.44200054,02:23:51
7900.03,0.0,02:24:24
7900.03,0.0,02:24:58
7900.03,0.0,02:25:31
7900.03,0.0,02:26:04
7900.03,0.0,02:26:37
7950.0,0.63252924,02:27:10
7950.0,0.0,02:27:44
7950.0,0.0,02:28:17
7950.0,0.0,02:28:50
7950.0,0.0,02:29:24
7950.0,0.0,02:29:57
7950.0,0.0,02:30:30
7950.0,0.0,02:31:04
7950.0,0.0,02:31:37
7950.0,0.0,02:32:10
7954.68,0.05886792,02:32:43
7954.68,0.0,02:33:17
7989.85,0.44212966,02:33:50
7994.0,0.0519409,02:34:23
7998.0,0.05003753,02:34:56
7998.0,0.0,02:35:30
7998.0,0.0,02:36:03
7999.0,0.01250313,02:36:37
8000.0,0.01250156,02:37:10
8000.0,0.0,02:37:42
8000.0,0.0,02:38:16
8000.0,0.0,02:38:49
8000.0,0.0,02:39:22
8039.99,0.499875,02:39:56
8040.0,0.00012438,02:40:29
8100.0,0.74626866,02:41:03
8100.0,0.0,02:41:36
8124.99,0.30851852,02:42:09
8124.99,0.0,02:42:42
8124.98,-0.00012308,02:43:16
8124.98,0.0,02:43:49
8124.98,0.0,02:44:22
8124.98,0.0,02:44:55
8124.98,0.0,02:45:29
8124.98,0.0,02:46:02
8175.0,0.61563228,02:46:36
8199.0,0.29357798,02:47:09
8199.0,0.0,02:47:42
8199.0,0.0,02:48:15
8199.0,0.0,02:48:49
8199.0,0.0,02:49:22
8199.0,0.0,02:49:55
8199.0,0.0,02:50:29
8199.0,0.0,02:51:02
8199.0,0.0,02:51:35
8199.0,0.0,02:52:08
8195.0,-0.04878644,02:52:42
8195.0,0.0,02:53:15
8195.0,0.0,02:53:48
8195.0,0.0,02:54:21
8195.0,0.0,02:54:54
8195.0,0.0,02:55:27
8195.0,0.0,02:56:01
8195.0,0.0,02:56:34
8195.0,0.0,02:57:07
8195.0,0.0,02:57:40
8195.0,0.0,02:58:14
8195.0,0.0,02:58:47
7950.0,-2.98962782,02:59:20
7950.0,0.0,02:59:53
7950.0,0.0,03:00:26
7950.0,0.0,03:00:59
7950.0,0.0,03:01:32
7950.0,0.0,03:02:05
7950.0,0.0,03:02:39
8198.98,3.1318239,03:03:12
8198.98,0.0,03:03:46
8198.98,0.0,03:04:19
8198.98,0.0,03:04:53
8198.98,0.0,03:05:26
8198.98,0.0,03:05:58
8198.98,0.0,03:06:31
8198.98,0.0,03:07:05
8198.98,0.0,03:07:38
8198.98,0.0,03:08:11
8198.98,0.0,03:08:44
8198.98,0.0,03:09:17
8198.98,0.0,03:09:50
8198.98,0.0,03:10:23
8198.98,0.0,03:10:57
8198.98,0.0,03:11:30
8198.98,0.0,03:12:04
8198.98,0.0,03:12:37
8169.88,-0.3549222,03:13:10
7951.0,-2.67910912,03:13:44
7951.0,0.0,03:14:17
7951.0,0.0,03:14:50
7951.0,0.0,03:15:24
7951.0,0.0,03:15:57
7951.0,0.0,03:16:29
7951.0,0.0,03:17:02
7951.0,0.0,03:17:35
7951.0,0.0,03:18:09
7951.0,0.0,03:18:42
7951.0,0.0,03:19:15
7951.0,0.0,03:19:49
7951.0,0.0,03:20:22
7951.0,0.0,03:20:55
7951.0,0.0,03:21:27
7951.0,0.0,03:22:01
7951.0,0.0,03:22:34
7951.0,0.0,03:23:07
7951.0,0.0,03:23:40
7951.0,0.0,03:24:14
7951.0,0.0,03:24:47
7951.0,0.0,03:25:20
7951.0,0.0,03:25:54
7951.0,0.0,03:26:27
7951.0,0.0,03:27:00
7951.0,0.0,03:27:33
7951.0,0.0,03:28:07
7951.0,0.0,03:28:40
7951.0,0.0,03:29:13
7951.0,0.0,03:29:46
7951.0,0.0,03:30:19
7951.0,0.0,03:30:52
7951.0,0.0,03:31:25
7951.0,0.0,03:31:59
7951.0,0.0,03:32:32
7951.0,0.0,03:33:05
7951.0,0.0,03:33:39
7951.0,0.0,03:34:11
7951.0,0.0,03:34:45
7951.0,0.0,03:35:18
7951.0,0.0,03:35:52
7951.0,0.0,03:36:25
7951.0,0.0,03:36:59
7951.0,0.0,03:37:32
7951.0,0.0,03:38:06
7951.0,0.0,03:38:39
7951.0,0.0,03:39:12
7951.0,0.0,03:39:46
7951.0,0.0,03:40:19
7951.0,0.0,03:40:51
7951.0,0.0,03:41:24
7951.0,0.0,03:41:57
7951.0,0.0,03:42:31
7951.0,0.0,03:43:04
7951.0,0.0,03:43:37
7951.0,0.0,03:44:10
7951.0,0.0,03:44:43
7951.0,0.0,03:45:16
7951.0,0.0,03:45:49
7951.0,0.0,03:46:23
7951.0,0.0,03:46:56
7951.0,0.0,03:47:30
7951.0,0.0,03:48:03
7951.0,0.0,03:48:35
7951.0,0.0,03:49:08
7951.0,0.0,03:49:42
7951.0,0.0,03:50:15
7951.0,0.0,03:50:49
7951.0,0.0,03:51:23
7951.0,0.0,03:51:56
7951.0,0.0,03:52:28
7951.0,0.0,03:53:02
7951.0,0.0,03:53:36
7951.0,0.0,03:54:09
7951.0,0.0,03:54:42
7951.0,0.0,03:55:15
7951.0,0.0,03:55:50
7951.0,0.0,03:56:23
7951.0,0.0,03:56:57
7951.0,0.0,03:57:30
7951.0,0.0,03:58:03
7951.0,0.0,03:58:37
7951.0,0.0,03:59:10
7951.0,0.0,03:59:44
7951.0,0.0,04:00:17
7951.0,0.0,04:00:50
7951.0,0.0,04:01:23
7951.0,0.0,04:01:56
7951.0,0.0,04:02:30
7951.0,0.0,04:03:03
7951.0,0.0,04:03:36
7951.0,0.0,04:04:09
7951.0,0.0,04:04:43
7951.0,0.0,04:05:17
7951.0,0.0,04:05:50
7951.0,0.0,04:06:23
7951.0,0.0,04:06:57
7951.0,0.0,04:07:30
7951.0,0.0,04:08:04
7951.0,0.0,04:08:37
7951.0,0.0,04:09:11
7951.0,0.0,04:09:44
7951.0,0.0,04:10:17
7951.0,0.0,04:10:51
7951.0,0.0,04:11:24
7951.0,0.0,04:11:58
7951.0,0.0,04:12:31
7951.0,0.0,04:13:05
7951.0,0.0,04:13:38
7951.0,0.0,04:14:12
7951.0,0.0,04:14:45
7951.0,0.0,04:15:19
7951.0,0.0,04:15:52
7951.0,0.0,04:16:26
7951.0,0.0,04:16:59
7951.0,0.0,04:17:32
8197.28,3.09747202,04:18:06
8197.28,0.0,04:18:39
8197.28,0.0,04:19:13
8197.28,0.0,04:19:46
8197.28,0.0,04:20:19
8197.28,0.0,04:20:53
8198.9,0.01976265,04:21:26
8198.85,-0.00060984,04:21:59
8198.85,0.0,04:22:32
8198.85,0.0,04:23:05
8198.85,0.0,04:23:38
8198.85,0.0,04:24:12
8198.85,0.0,04:24:45
8198.85,0.0,04:25:19
8198.85,0.0,04:25:52
8198.85,0.0,04:26:25
8198.85,0.0,04:26:59
8198.85,0.0,04:27:38
8198.85,0.0,04:28:12
8198.85,0.0,04:28:45
8198.85,0.0,04:29:18
8198.85,0.0,04:29:51
8198.85,0.0,04:30:25
8198.85,0.0,04:30:58
8198.85,0.0,04:31:31
8198.85,0.0,04:32:05
8198.85,0.0,04:32:38
8198.85,0.0,04:33:11
8198.85,0.0,04:33:44
8198.85,0.0,04:34:18
8198.85,0.0,04:34:51
8198.85,0.0,04:35:24
8198.85,0.0,04:35:57
8198.85,0.0,04:36:30
8198.85,0.0,04:37:03
8198.85,0.0,04:37:36
8198.85,0.0,04:38:09
8198.85,0.0,04:38:42
8198.85,0.0,04:39:15
8198.85,0.0,04:39:49
8198.85,0.0,04:40:22
8198.85,0.0,04:40:55
8198.85,0.0,04:41:28
8198.85,0.0,04:42:02
8198.85,0.0,04:42:35
8198.85,0.0,04:43:09
8198.85,0.0,04:43:42
8198.85,0.0,04:44:15
8198.85,0.0,04:44:49
8198.85,0.0,04:45:22
8198.85,0.0,04:45:56
8198.85,0.0,04:46:29
8198.85,0.0,04:47:03
8198.85,0.0,04:47:36
8198.85,0.0,04:48:10
8198.85,0.0,04:48:43
8198.85,0.0,04:49:17
8198.85,0.0,04:49:50
8198.85,0.0,04:50:24
8198.85,0.0,04:50:57
8198.85,0.0,04:51:31
8198.85,0.0,04:52:04
8198.85,0.0,04:52:38
8198.85,0.0,04:53:12
8198.85,0.0,04:53:45
8198.85,0.0,04:54:19
8198.85,0.0,04:54:52
8198.85,0.0,04:55:26
8198.85,0.0,04:55:59
8198.85,0.0,04:56:33
8198.85,0.0,04:57:06
8198.85,0.0,04:57:40
8198.85,0.0,04:58:13
8198.85,0.0,04:58:47
8198.85,0.0,04:59:20
8198.85,0.0,04:59:54
8198.85,0.0,05:00:27
8198.85,0.0,05:01:01
8198.85,0.0,05:01:34
8198.85,0.0,05:02:07
8198.85,0.0,05:02:40
8198.85,0.0,05:03:14
8198.85,0.0,05:03:47
8198.85,0.0,05:04:21
8198.85,0.0,05:04:54
8198.85,0.0,05:05:27
7890.32,-3.76308873,05:06:00
7890.32,0.0,05:06:33
7890.32,0.0,05:07:06
7890.32,0.0,05:07:40
7890.32,0.0,05:08:13
7890.32,0.0,05:08:47
7890.32,0.0,05:09:20
7890.32,0.0,05:09:52
7890.32,0.0,05:10:26
7890.32,0.0,05:10:59
7890.32,0.0,05:11:32
7890.32,0.0,05:12:05
7890.32,0.0,05:12:39
7890.32,0.0,05:13:12
7890.32,0.0,05:13:45
7890.32,0.0,05:14:18
7890.32,0.0,05:14:51
7890.32,0.0,05:15:24
7890.32,0.0,05:15:57
7890.32,0.0,05:16:31
7890.32,0.0,05:17:04
7890.32,0.0,05:17:38
7890.32,0.0,05:18:10
7890.32,0.0,05:18:43
7890.32,0.0,05:19:17
7890.32,0.0,05:19:50
7890.32,0.0,05:20:23
7890.32,0.0,05:20:57
7890.32,0.0,05:21:30
7890.32,0.0,05:22:03
7890.32,0.0,05:22:37
7890.32,0.0,05:23:10
7890.32,0.0,05:23:44
7890.32,0.0,05:24:17
7890.32,0.0,05:24:50
7890.32,0.0,05:25:24
7890.32,0.0,05:25:57
7890.32,0.0,05:26:31
7890.32,0.0,05:27:04
7890.32,0.0,05:27:38
7890.32,0.0,05:28:11
7890.32,0.0,05:28:45
7890.32,0.0,05:29:18
7890.32,0.0,05:29:51
7890.32,0.0,05:30:24
7890.32,0.0,05:30:58
7890.32,0.0,05:31:31
7890.32,0.0,05:32:05
7890.32,0.0,05:32:38
7890.32,0.0,05:33:12
7890.32,0.0,05:33:45
7890.32,0.0,05:34:18
7890.32,0.0,05:34:52
7890.32,0.0,05:35:25
7890.32,0.0,05:35:59
7890.32,0.0,05:36:32
7890.32,0.0,05:37:06
7890.32,0.0,05:37:39
7890.32,0.0,05:38:13
7890.32,0.0,05:38:46
7890.32,0.0,05:39:20
7890.32,0.0,05:39:53
7890.32,0.0,05:40:27
7890.32,0.0,05:41:00
7890.32,0.0,05:41:34
7890.32,0.0,05:42:07
7890.32,0.0,05:42:41
7890.32,0.0,05:43:15
7890.32,0.0,05:43:48
7890.32,0.0,05:44:21
7890.32,0.0,05:44:55
7890.32,0.0,05:45:28
7890.32,0.0,05:46:02
7890.32,0.0,05:46:35
7890.32,0.0,05:47:08
7890.32,0.0,05:47:42
7890.32,0.0,05:48:15
7890.32,0.0,05:48:49
7890.32,0.0,05:49:22
7890.32,0.0,05:49:56
7890.32,0.0,05:50:29
7890.32,0.0,05:51:03
7890.32,0.0,05:51:36
7890.32,0.0,05:52:10
7890.32,0.0,05:52:43
7890.32,0.0,05:53:17
7890.32,0.0,05:53:50
7890.32,0.0,05:54:24
7890.32,0.0,05:54:57
7890.32,0.0,05:55:31
8199.0,3.91213538,05:56:04
8199.0,0.0,05:56:38
8199.0,0.0,05:57:11
8199.0,0.0,05:57:45
8199.0,0.0,05:58:18
8199.0,0.0,05:58:52
8199.0,0.0,05:59:25
8199.0,0.0,05:59:59
8199.0,0.0,06:00:32
8199.0,0.0,06:01:05
8199.0,0.0,06:01:38
8199.0,0.0,06:02:12
8199.0,0.0,06:02:46
8199.0,0.0,06:03:19
8199.0,0.0,06:03:53
8199.0,0.0,06:04:26
8199.0,0.0,06:05:00
8199.0,0.0,06:05:34
8199.0,0.0,06:06:07
8199.0,0.0,06:06:41
8199.0,0.0,06:07:14
8199.0,0.0,06:07:48
8199.0,0.0,06:08:21
8199.0,0.0,06:08:54
8199.0,0.0,06:09:27
8199.0,0.0,06:10:01
8199.0,0.0,06:10:34
8199.0,0.0,06:11:08
8199.0,0.0,06:11:41
8199.0,0.0,06:12:15
8199.0,0.0,06:12:49
8199.0,0.0,06:13:22
8199.0,0.0,06:13:56
8199.0,0.0,06:14:29
8199.0,0.0,06:15:03
8199.0,0.0,06:15:36
8199.0,0.0,06:16:09
8199.0,0.0,06:16:43
8199.0,0.0,06:17:16
8199.0,0.0,06:17:50
7999.0,-2.43932187,06:18:23
8129.94,1.63695462,06:18:57
8129.94,0.0,06:19:32
7929.01,-2.47148195,06:20:05
7929.01,0.0,06:20:39
7929.01,0.0,06:21:13
7929.01,0.0,06:21:46
7929.01,0.0,06:22:20
7929.01,0.0,06:22:53
7929.01,0.0,06:23:27
8198.85,3.40319914,06:24:00
8198.85,0.0,06:24:34
8198.85,0.0,06:25:08
8198.85,0.0,06:25:41
8198.85,0.0,06:26:14
8198.85,0.0,06:26:48
8198.85,0.0,06:27:22
8198.85,0.0,06:27:55
8198.85,0.0,06:28:29
8198.85,0.0,06:29:02
8198.85,0.0,06:29:36
8198.85,0.0,06:30:09
8198.85,0.0,06:30:43
8198.85,0.0,06:31:16
8198.85,0.0,06:31:50
8198.85,0.0,06:32:23
8198.85,0.0,06:32:57
7940.36,-3.15275923,06:33:30
7940.36,0.0,06:34:04
7940.36,0.0,06:34:37
7940.36,0.0,06:35:10
7940.36,0.0,06:35:44
7940.36,0.0,06:36:17
7940.36,0.0,06:36:50
7940.36,0.0,06:37:24
7940.36,0.0,06:37:57
7940.36,0.0,06:38:31
7940.36,0.0,06:39:04
7940.36,0.0,06:39:38
7940.36,0.0,06:40:12
7940.36,0.0,06:40:45
7940.36,0.0,06:41:21
7940.36,0.0,06:41:55
7940.36,0.0,06:42:28
7940.36,0.0,06:43:02
7940.36,0.0,06:43:35
8100.0,2.01048819,06:44:09
8100.0,0.0,06:44:42
8100.0,0.0,06:45:16
8100.0,0.0,06:45:49
8169.36,0.8562963,06:46:23
8169.36,0.0,06:46:56
8099.96,-0.84951575,06:47:30
8099.96,0.0,06:48:03
8099.96,0.0,06:48:36
8099.96,0.0,06:49:10
8099.96,0.0,06:49:43
8099.96,0.0,06:50:17
8099.96,0.0,06:50:50
8099.96,0.0,06:51:24
8099.96,0.0,06:51:57
8099.96,0.0,06:52:30
8099.96,0.0,06:53:04
8099.56,-0.0049383,06:53:37
8099.56,0.0,06:54:11
8099.56,0.0,06:54:44
8099.56,0.0,06:55:18
8099.56,0.0,06:55:51
8099.56,0.0,06:56:25
8099.56,0.0,06:56:58
8099.56,0.0,06:57:31
8099.56,0.0,06:58:05
8099.56,0.0,06:58:39
8099.56,0.0,06:59:12
8099.56,0.0,06:59:46
8099.56,0.0,07:00:19
8099.56,0.0,07:00:52
8099.56,0.0,07:01:26
8099.56,0.0,07:01:59
8099.56,0.0,07:02:33
8099.56,0.0,07:03:06
8099.56,0.0,07:03:40
8099.56,0.0,07:04:14
8099.56,0.0,07:04:47
8099.56,0.0,07:05:21
8099.56,0.0,07:05:55
8099.56,0.0,07:06:28
8099.56,0.0,07:07:02
8069.66,-0.36915586,07:07:35
8069.66,0.0,07:08:09
8069.66,0.0,07:08:41
8069.66,0.0,07:09:14
8069.66,0.0,07:09:48
8069.66,0.0,07:10:21
7935.33,-1.66463023,07:10:54
7935.33,0.0,07:11:27
7935.33,0.0,07:12:01
7935.33,0.0,07:12:34
7935.33,0.0,07:13:08
7935.33,0.0,07:13:41
7935.33,0.0,07:14:15
7935.33,0.0,07:14:49
7935.33,0.0,07:15:22
7935.33,0.0,07:15:56
7935.33,0.0,07:16:29
7935.33,0.0,07:17:04
7935.02,-0.00390658,07:17:37
7935.02,0.0,07:18:11
7935.02,0.0,07:18:44
7935.02,0.0,07:19:18
7935.02,0.0,07:19:51
7935.02,0.0,07:20:25
7935.02,0.0,07:20:58
7935.02,0.0,07:21:32
7935.02,0.0,07:22:05
7935.02,0.0,07:22:39
7935.02,0.0,07:23:12
7935.02,0.0,07:23:46
7935.02,0.0,07:24:19
7935.02,0.0,07:24:53
7935.02,0.0,07:25:26
7935.02,0.0,07:25:59
7935.02,0.0,07:26:33
7935.02,0.0,07:27:07
7935.02,0.0,07:27:40
7935.02,0.0,07:28:13
7935.02,0.0,07:28:47
7935.02,0.0,07:29:20
7935.02,0.0,07:29:53
7935.02,0.0,07:30:27
7935.02,0.0,07:31:00
7935.02,0.0,07:31:34
7935.02,0.0,07:32:07
7935.02,0.0,07:32:41
7935.02,0.0,07:33:14
7935.02,0.0,07:33:47
7935.02,0.0,07:34:21
7935.02,0.0,07:34:54
7935.02,0.0,07:35:28
7935.02,0.0,07:36:01
7935.02,0.0,07:36:35
7935.02,0.0,07:37:08
7935.02,0.0,07:37:41
7935.02,0.0,07:38:14
7935.84,0.01033394,07:38:48
7935.07,-0.00970282,07:39:21
7900.03,-0.44158401,07:39:55
7900.03,0.0,07:40:28
7900.04,0.00012658,07:41:02
7900.01,-0.00037974,07:41:35
7900.01,0.0,07:42:09
7900.01,0.0,07:42:42
7900.01,0.0,07:43:15
7900.01,0.0,07:43:49
7900.01,0.0,07:44:22
7900.01,0.0,07:44:55
7900.01,0.0,07:45:29
7900.01,0.0,07:46:02
7859.66,-0.51075885,07:46:36
7859.66,0.0,07:47:09
7859.66,0.0,07:47:43
7859.66,0.0,07:48:16
7859.66,0.0,07:48:50
7857.77,-0.02404684,07:49:23
7857.77,0.0,07:49:57
7857.77,0.0,07:50:30
7857.77,0.0,07:51:04
7857.77,0.0,07:51:37
7857.77,0.0,07:52:11
7857.77,0.0,07:52:44
7857.77,0.0,07:53:18
7857.77,0.0,07:53:51
7857.77,0.0,07:54:24
7857.77,0.0,07:54:58
7857.77,0.0,07:55:32
7857.77,0.0,07:56:05
7857.77,0.0,07:56:39
7857.77,0.0,07:57:12
7857.77,0.0,07:57:46
7800.0,-0.73519586,07:58:20
7800.0,0.0,07:58:53
7800.0,0.0,07:59:27
7800.0,0.0,08:00:01
7800.0,0.0,08:00:34
8058.5,3.31410256,08:01:07
8058.5,0.0,08:01:41
8058.5,0.0,08:02:14
7925.0,-1.65663585,08:02:48
7800.0,-1.57728707,08:03:21
7800.0,0.0,08:03:55
7800.0,0.0,08:04:29
7800.0,0.0,08:05:02
7800.0,0.0,08:05:35
7885.74,1.09923077,08:06:09
7885.74,0.0,08:06:43
7885.74,0.0,08:07:16
7885.74,0.0,08:07:50
7885.74,0.0,08:08:24
7885.74,0.0,08:08:57
7885.74,0.0,08:09:30
7885.74,0.0,08:10:04
7885.74,0.0,08:10:38
7885.74,0.0,08:11:11
7885.74,0.0,08:11:45
7885.74,0.0,08:12:18
7885.74,0.0,08:12:52
7885.74,0.0,08:13:25
7885.74,0.0,08:13:59
7885.74,0.0,08:14:33
7885.74,0.0,08:15:06
8068.18,2.31354318,08:15:40
8068.18,0.0,08:16:13
8068.18,0.0,08:16:47
8068.18,0.0,08:17:20
8068.18,0.0,08:17:53
8068.18,0.0,08:18:27
8068.18,0.0,08:19:00
8068.18,0.0,08:19:34
8068.18,0.0,08:20:08
8068.18,0.0,08:20:41
8068.18,0.0,08:21:15
8068.18,0.0,08:21:48
8068.18,0.0,08:22:22
8068.18,0.0,08:22:55
8068.18,0.0,08:23:29
8064.19,-0.04945353,08:24:02
8064.19,0.0,08:24:36
8064.19,0.0,08:25:09
8064.19,0.0,08:25:43
8064.19,0.0,08:26:16
8064.19,0.0,08:26:50
8064.19,0.0,08:27:24
8064.19,0.0,08:27:57
8062.11,-0.02579304,08:28:31
8062.11,0.0,08:29:04
8062.11,0.0,08:29:38
8062.11,0.0,08:30:11
8062.11,0.0,08:30:45
